LebwohlLasher.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.332, Time: 2.624514 s
         1348872 function calls (1337058 primitive calls) in 3.359 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:30(<dictcomp>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:33(seterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:360(_unspecified)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:367(errstate)
        5    0.000    0.000    0.000    0.000 _ufunc_config.py:426(__init__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:430(__enter__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:435(__exit__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:441(_setdef)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:19(DeferredError)
        4    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:101(PathEntryFinder)
       62    0.000    0.000    0.002    0.000 abc.py:105(__new__)
       38    0.000    0.000    0.000    0.000 abc.py:110(register)
      218    0.000    0.000    0.000    0.000 abc.py:117(__instancecheck__)
   155/96    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
        2    0.000    0.000    0.000    0.000 abc.py:146(update_abstractmethods)
        1    0.000    0.000    0.000    0.000 abc.py:150(ResourceLoader)
        1    0.000    0.000    0.000    0.000 abc.py:166(InspectLoader)
        6    0.000    0.000    0.000    0.000 abc.py:21(_register)
        1    0.000    0.000    0.000    0.000 abc.py:219(ExecutionLoader)
        1    0.000    0.000    0.000    0.000 abc.py:256(FileLoader)
        1    0.000    0.000    0.000    0.000 abc.py:265(SourceLoader)
        1    0.000    0.000    0.000    0.000 abc.py:312(ResourceReader)
        1    0.000    0.000    0.000    0.000 abc.py:32(Finder)
        1    0.000    0.000    0.000    0.000 abc.py:354(Traversable)
        1    0.000    0.000    0.000    0.000 abc.py:422(TraversableResources)
        1    0.000    0.000    0.000    0.000 abc.py:64(MetaPathFinder)
       77    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1222(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1235(BoolFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1245(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1278(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1304(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1336(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1341(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1367(StructuredVoidFormat)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1588(_guarded_repr_or_str)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1595(_array_str_implementation)
        2    0.000    0.000    0.000    0.000 arrayprint.py:493(_recursive_guard)
        2    0.000    0.000    0.000    0.000 arrayprint.py:503(decorating_function)
       18    0.000    0.000    0.000    0.000 arrayprint.py:506(wrapper)
        1    0.000    0.000    0.000    0.000 arrayprint.py:905(FloatingFormat)
        1    0.000    0.000    0.000    0.000 arraysetops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        1    0.000    0.000    0.022    0.022 art3d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 art3d.py:183(Line3D)
        1    0.000    0.000    0.000    0.000 art3d.py:347(Collection3D)
        1    0.000    0.000    0.000    0.000 art3d.py:372(Line3DCollection)
        1    0.000    0.000    0.000    0.000 art3d.py:412(Patch3D)
        1    0.000    0.000    0.000    0.000 art3d.py:462(PathPatch3D)
        1    0.000    0.000    0.000    0.000 art3d.py:534(Patch3DCollection)
        1    0.000    0.000    0.000    0.000 art3d.py:641(Path3DCollection)
        1    0.000    0.000    0.000    0.000 art3d.py:76(Text3D)
        1    0.000    0.000    0.000    0.000 art3d.py:844(Poly3DCollection)
        1    0.000    0.000    0.007    0.007 artist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 artist.py:111(_Unset)
        1    0.000    0.000    0.000    0.000 artist.py:117(Artist)
      104    0.000    0.000    0.234    0.002 artist.py:126(__init_subclass__)
        1    0.000    0.000    0.000    0.000 artist.py:1416(ArtistInspector)
      223    0.001    0.000    0.062    0.000 artist.py:1422(__init__)
      223    0.009    0.000    0.060    0.000 artist.py:1442(get_aliases)
      223    0.011    0.000    0.020    0.000 artist.py:1453(<listcomp>)
     4252    0.010    0.000    0.132    0.000 artist.py:1470(get_valid_values)
      223    0.013    0.000    0.039    0.000 artist.py:1517(get_setters)
      437    0.001    0.000    0.013    0.000 artist.py:1536(number_of_parameters)
      954    0.001    0.000    0.011    0.000 artist.py:1542(is_alias)
     4252    0.004    0.000    0.009    0.000 artist.py:1555(aliased_name)
     4798    0.001    0.000    0.001    0.000 artist.py:1563(<genexpr>)
      105    0.001    0.000    0.239    0.002 artist.py:159(_update_set_signature_and_docstring)
      117    0.004    0.000    0.160    0.001 artist.py:1598(pprint_setters)
      105    0.002    0.000    0.008    0.000 artist.py:170(<listcomp>)
      117    0.000    0.000    0.186    0.002 artist.py:1837(kwdoc)
       19    0.000    0.000    0.000    0.000 artist.py:24(_prevent_rasterization)
       27    0.000    0.000    0.000    0.000 artist.py:45(allow_rasterization)
        1    0.000    0.000    0.000    0.000 artist.py:88(_finalize_rasterization)
      698    0.000    0.000    0.000    0.000 ast.py:255(iter_fields)
       22    0.000    0.000    0.001    0.000 ast.py:33(parse)
   256/18    0.001    0.000    0.002    0.000 ast.py:414(visit)
   256/18    0.000    0.000    0.002    0.000 ast.py:420(generic_visit)
      132    0.000    0.000    0.001    0.000 ast.py:430(visit_Constant)
        4    0.000    0.000    0.000    0.000 ast.py:54(literal_eval)
        1    0.000    0.000    0.000    0.000 ast.py:67(_raise_malformed_node)
        1    0.000    0.000    0.000    0.000 ast.py:72(_convert_num)
        1    0.000    0.000    0.000    0.000 ast.py:76(_convert_signed_num)
     16/4    0.000    0.000    0.000    0.000 ast.py:84(_convert)
        1    0.000    0.000    0.043    0.043 axes3d.py:1(<module>)
        1    0.000    0.000    0.002    0.002 axes3d.py:42(Axes3D)
        1    0.000    0.000    0.025    0.025 axis.py:1(<module>)
       10    0.000    0.000    0.000    0.000 axis.py:2259(_make_getset_interval)
        1    0.000    0.000    0.000    0.000 axis.py:2289(XAxis)
        1    0.000    0.000    0.000    0.000 axis.py:2527(YAxis)
        1    0.000    0.000    0.000    0.000 axis.py:32(<listcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:33(<listcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:405(XTick)
        1    0.000    0.000    0.000    0.000 axis.py:43(Tick)
        1    0.000    0.000    0.000    0.000 axis.py:462(YTick)
        1    0.000    0.000    0.000    0.000 axis.py:523(Ticker)
        1    0.000    0.000    0.000    0.000 axis.py:564(_LazyTickList)
        2    0.000    0.000    0.000    0.000 axis.py:572(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:596(Axis)
        1    0.000    0.000    0.008    0.008 axis3d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axis3d.py:38(Axis)
        1    0.000    0.000    0.000    0.000 axis3d.py:732(XAxis)
        1    0.000    0.000    0.000    0.000 axis3d.py:740(YAxis)
        1    0.000    0.000    0.000    0.000 axis3d.py:748(ZAxis)
        1    0.000    0.000    0.090    0.090 backend_bases.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1090(TimerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1246(Event)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1288(DrawEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1315(ResizeEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1335(CloseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1339(LocationEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1401(MouseButton)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1409(MouseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1484(PickEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:153(RendererBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1533(KeyEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1671(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2574(NonGuiException)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2579(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2789(_Mode)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2802(NavigationToolbar2)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3225(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3380(_Backend)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3484(ShowBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:763(GraphicsContextBase)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:13(ToolTriggerEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:20(ToolManagerMessageEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:32(ToolManager)
        1    0.000    0.000    0.000    0.000 backend_managers.py:4(ToolEvent)
        1    0.000    0.000    0.006    0.006 backend_tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:158(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:245(ToolSetCursor)
        1    0.000    0.000    0.000    0.000 backend_tools.py:29(Cursors)
        1    0.000    0.000    0.000    0.000 backend_tools.py:304(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 backend_tools.py:332(RubberbandBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:360(ToolQuit)
        1    0.000    0.000    0.000    0.000 backend_tools.py:370(ToolQuitAll)
        1    0.000    0.000    0.000    0.000 backend_tools.py:380(ToolGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:395(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:410(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 backend_tools.py:420(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:437(ToolYScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:447(ToolXScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:457(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 backend_tools.py:588(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:600(ToolHome)
        1    0.000    0.000    0.000    0.000 backend_tools.py:609(ToolBack)
        1    0.000    0.000    0.000    0.000 backend_tools.py:618(ToolForward)
        1    0.000    0.000    0.000    0.000 backend_tools.py:627(ConfigureSubplotsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:634(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:642(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:709(ToolZoom)
        1    0.000    0.000    0.000    0.000 backend_tools.py:73(ToolBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:830(ToolPan)
        1    0.000    0.000    0.000    0.000 backend_tools.py:896(ToolHelpBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:934(ToolCopyToClipboardBase)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:189(BezierSegment)
        1    0.000    0.000    0.000    0.000 bezier.py:25(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.003    0.003 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:150(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:156(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:162(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:26(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:295(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:33(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:412(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:52(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:548(different_locale)
        1    0.000    0.000    0.000    0.000 calendar.py:560(LocaleTextCalendar)
        2    0.000    0.000    0.000    0.000 calendar.py:57(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:583(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:71(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:74(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:76(__init__)
        1    0.000    0.000    0.013    0.013 category.py:1(<module>)
        1    0.000    0.000    0.000    0.000 category.py:118(StrCategoryLocator)
        1    0.000    0.000    0.000    0.000 category.py:138(StrCategoryFormatter)
        1    0.000    0.000    0.000    0.000 category.py:168(UnitData)
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
        1    0.000    0.000    0.007    0.007 cbook.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cbook.py:120(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 cbook.py:1295(<dictcomp>)
       29    0.000    0.000    0.000    0.000 cbook.py:1337(_to_unmasked_float_array)
       28    0.000    0.000    0.000    0.000 cbook.py:1851(_str_equal)
       32    0.000    0.000    0.000    0.000 cbook.py:1862(_str_lower_equal)
        1    0.000    0.000    0.000    0.000 cbook.py:2055(_OrderedSet)
        1    0.000    0.000    0.000    0.000 cbook.py:333(silent_list)
     2674    0.002    0.000    0.003    0.000 cbook.py:405(_strip_comment)
        1    0.000    0.000    0.000    0.000 cbook.py:539(_get_data_path)
        1    0.000    0.000    0.000    0.000 cbook.py:570(Stack)
        1    0.000    0.000    0.000    0.000 cbook.py:677(_Stack)
        1    0.000    0.000    0.000    0.000 cbook.py:815(Grouper)
        5    0.000    0.000    0.000    0.000 cbook.py:849(__init__)
        5    0.000    0.000    0.000    0.000 cbook.py:851(<dictcomp>)
        1    0.000    0.000    0.000    0.000 cbook.py:915(GrouperView)
        1    0.000    0.000    0.000    0.000 cbook.py:92(_StrongRef)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1995(Chebyshev)
        1    0.000    0.000    0.007    0.007 cm.py:1(<module>)
        1    0.000    0.000    0.005    0.005 cm.py:32(_gen_cmap_registry)
        1    0.000    0.000    0.000    0.000 cm.py:390(ScalarMappable)
        1    0.000    0.000    0.000    0.000 cm.py:59(ColormapRegistry)
        1    0.000    0.000    0.000    0.000 cm.py:83(__init__)
      170    0.000    0.000    0.000    0.000 cm.py:89(__getitem__)
        1    0.000    0.000    0.000    0.000 cm.py:95(__iter__)
        1    0.000    0.000    0.000    0.000 codecs.py:186(__init__)
       32    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
       32    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
      110    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.059    0.059 collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1008(PathCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1176(PolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1275(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1302(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1368(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1373(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1378(LineCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1565(EventCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1748(CircleCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1768(EllipseCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1849(PatchCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1909(TriMesh)
        1    0.000    0.000    0.000    0.000 collections.py:1972(_MeshData)
        1    0.000    0.000    0.000    0.000 collections.py:2126(QuadMesh)
        1    0.000    0.000    0.000    0.000 collections.py:2239(PolyQuadMesh)
        1    0.000    0.000    0.000    0.000 collections.py:27(Collection)
        1    0.000    0.000    0.000    0.000 collections.py:961(_CollectionWithSizes)
        1    0.000    0.000    0.163    0.163 colorbar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colorbar.py:123(_ColorbarSpine)
        1    0.000    0.000    0.000    0.000 colorbar.py:146(_ColorbarAxesLocator)
        1    0.000    0.000    0.000    0.000 colorbar.py:195(Colorbar)
        1    0.000    0.000    0.030    0.030 colors.py:1(<module>)
       32    0.000    0.000    0.003    0.000 colors.py:1036(from_list)
       67    0.000    0.000    0.001    0.000 colors.py:1089(reversed)
       67    0.000    0.000    0.001    0.000 colors.py:1108(<dictcomp>)
      195    0.001    0.000    0.001    0.000 colors.py:1110(<listcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:1121(ListedColormap)
       40    0.000    0.000    0.000    0.000 colors.py:1149(__init__)
       20    0.000    0.000    0.000    0.000 colors.py:1189(reversed)
        1    0.000    0.000    0.000    0.000 colors.py:1216(Normalize)
        1    0.000    0.000    0.000    0.000 colors.py:134(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:1417(TwoSlopeNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1512(CenteredNorm)
        8    0.000    0.000    0.000    0.000 colors.py:1630(make_norm_from_scale)
        4    0.000    0.000    0.000    0.000 colors.py:1679(_make_norm_from_scale)
        4    0.000    0.000    0.000    0.000 colors.py:1697(Norm)
        1    0.000    0.000    0.000    0.000 colors.py:1796(FuncNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1840(SymLogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1878(AsinhNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1910(PowerNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1991(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 colors.py:2119(NoNorm)
      850    0.000    0.000    0.001    0.000 colors.py:216(_is_nth_color)
      412    0.000    0.000    0.003    0.000 colors.py:221(is_color_like)
        1    0.000    0.000    0.000    0.000 colors.py:2278(LightSource)
      438    0.000    0.000    0.002    0.000 colors.py:268(to_rgba)
      169    0.001    0.000    0.002    0.000 colors.py:310(_to_rgba_no_colorcycle)
      448    0.000    0.000    0.000    0.000 colors.py:348(<genexpr>)
       51    0.000    0.000    0.000    0.000 colors.py:394(<genexpr>)
       55    0.000    0.000    0.000    0.000 colors.py:404(<genexpr>)
       32    0.000    0.000    0.001    0.000 colors.py:409(to_rgba_array)
       32    0.000    0.000    0.000    0.000 colors.py:497(<setcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:548(ColorConverter)
        1    0.000    0.000    0.000    0.000 colors.py:61(_ColorMapping)
        1    0.000    0.000    0.000    0.000 colors.py:62(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:665(Colormap)
      170    0.000    0.000    0.000    0.000 colors.py:677(__init__)
      170    0.000    0.000    0.000    0.000 colors.py:771(__copy__)
        1    0.000    0.000    0.000    0.000 colors.py:78(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:83(<dictcomp>)
      170    0.000    0.000    0.000    0.000 colors.py:953(copy)
        1    0.000    0.000    0.000    0.000 colors.py:958(LinearSegmentedColormap)
      130    0.000    0.000    0.000    0.000 colors.py:967(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:97(ColorSequenceRegistry)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 container.py:109(StemContainer)
        1    0.000    0.000    0.000    0.000 container.py:42(BarContainer)
        1    0.000    0.000    0.000    0.000 container.py:5(Container)
        1    0.000    0.000    0.000    0.000 container.py:77(ErrorbarContainer)
       33    0.000    0.000    0.000    0.000 contextlib.py:102(__init__)
       33    0.000    0.000    0.001    0.000 contextlib.py:130(__enter__)
       33    0.000    0.000    0.000    0.000 contextlib.py:139(__exit__)
       17    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
       33    0.000    0.000    0.000    0.000 contextlib.py:279(helper)
        1    0.000    0.000    0.000    0.000 contextlib.py:63(_recreate_cm)
        2    0.000    0.000    0.000    0.000 contextlib.py:75(__call__)
        1    0.000    0.000    0.000    0.000 contextlib.py:76(inner)
        1    0.000    0.000    0.001    0.001 contextvars.py:1(<module>)
        1    0.000    0.000    0.098    0.098 contour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contour.py:1481(QuadContourSet)
        1    0.000    0.000    0.000    0.000 contour.py:29(ClabelText)
        1    0.000    0.000    0.000    0.000 contour.py:716(ContourSet)
        1    0.000    0.000    0.000    0.000 contour.py:72(ContourLabeler)
      417    0.001    0.000    0.001    0.000 copy.py:259(_reconstruct)
      417    0.001    0.000    0.003    0.000 copy.py:66(copy)
      417    0.000    0.000    0.000    0.000 copyreg.py:100(__newobj__)
       15    0.000    0.000    0.000    0.000 copyreg.py:109(_slotnames)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        2    0.000    0.000    0.019    0.010 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1125(_DomainedBinaryOperation)
        6    0.000    0.000    0.000    0.000 core.py:1146(__init__)
       14    0.000    0.000    0.001    0.000 core.py:115(doc_note)
        1    0.000    0.000    0.000    0.000 core.py:1283(_replace_dtype_fields_recursive)
       49    0.000    0.000    0.000    0.000 core.py:131(get_object_signature)
        1    0.000    0.000    0.000    0.000 core.py:1315(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 core.py:1329(make_mask_descr)
        3    0.000    0.000    0.000    0.000 core.py:1362(getmask)
        1    0.000    0.000    0.000    0.000 core.py:148(MAError)
        1    0.000    0.000    0.000    0.000 core.py:156(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:190(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:191(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:194(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:195(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:198(update_user_library)
        2    0.000    0.000    0.015    0.008 core.py:206(read_style_directory)
        1    0.000    0.000    0.000    0.000 core.py:217(update_nested_dict)
        1    0.000    0.000    0.000    0.000 core.py:2372(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2378(__init__)
        1    0.000    0.000    0.000    0.000 core.py:238(reload_library)
        7    0.000    0.000    0.000    0.000 core.py:2544(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:2589(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:2697(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:2808(__new__)
        2    0.000    0.000    0.000    0.000 core.py:2952(_update_from)
        2    0.000    0.000    0.000    0.000 core.py:2978(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:3127(view)
        4    0.000    0.000    0.000    0.000 core.py:3417(dtype)
        2    0.000    0.000    0.000    0.000 core.py:3433(shape)
        1    0.000    0.000    0.000    0.000 core.py:6345(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:6540(MaskedConstant)
        4    0.000    0.000    0.000    0.000 core.py:6544(__has_singleton)
        1    0.000    0.000    0.000    0.000 core.py:6550(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6568(__array_finalize__)
        2    0.000    0.000    0.000    0.000 core.py:6643(__setattr__)
        1    0.000    0.000    0.000    0.000 core.py:6735(_extrema_operation)
        2    0.000    0.000    0.000    0.000 core.py:6744(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6844(_frommethod)
       26    0.000    0.000    0.000    0.000 core.py:6855(__init__)
       26    0.000    0.000    0.000    0.000 core.py:6860(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:797(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:806(__init__)
        1    0.000    0.000    0.000    0.000 core.py:822(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:830(__init__)
        1    0.000    0.000    0.000    0.000 core.py:8376(_convert2ma)
       13    0.000    0.000    0.000    0.000 core.py:8389(__init__)
       13    0.000    0.000    0.000    0.000 core.py:8394(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:84(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:840(_DomainSafeDivide)
       13    0.000    0.000    0.000    0.000 core.py:8406(_replace_return_type)
        6    0.000    0.000    0.000    0.000 core.py:846(__init__)
        1    0.000    0.000    0.000    0.000 core.py:861(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:867(__init__)
        1    0.000    0.000    0.000    0.000 core.py:877(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:883(__init__)
        1    0.000    0.000    0.000    0.000 core.py:893(_MaskedUFunc)
       52    0.000    0.000    0.000    0.000 core.py:894(__init__)
        1    0.000    0.000    0.000    0.000 core.py:903(_MaskedUnaryOperation)
       26    0.000    0.000    0.000    0.000 core.py:921(__init__)
        1    0.000    0.000    0.000    0.000 core.py:977(_MaskedBinaryOperation)
       18    0.000    0.000    0.000    0.000 core.py:997(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:181(_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:202(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:360(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:371(<dictcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:1014(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:1040(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:1043(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:1049(<listcomp>)
       14    0.000    0.000    0.000    0.000 dataclasses.py:1098(<genexpr>)
        2    0.000    0.000    0.001    0.001 dataclasses.py:1156(dataclass)
        2    0.000    0.000    0.001    0.001 dataclasses.py:1174(wrap)
        2    0.000    0.000    0.001    0.001 dataclasses.py:1333(make_dataclass)
        2    0.000    0.000    0.000    0.000 dataclasses.py:1390(exec_body_callback)
        2    0.000    0.000    0.000    0.000 dataclasses.py:227(_recursive_repr)
       12    0.000    0.000    0.000    0.000 dataclasses.py:286(__init__)
        7    0.000    0.000    0.000    0.000 dataclasses.py:326(__set_name__)
        2    0.000    0.000    0.000    0.000 dataclasses.py:345(__init__)
