vectorized_numba.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.282, Time: 0.529685 s
         7100336 function calls (6730662 primitive calls) in 6.639 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 instructions.py:869(descr)
        1    0.000    0.000    0.000    0.000 instructions.py:881(Comment)
        1    0.000    0.000    0.000    0.000 interface.py:1(<module>)
        1    0.000    0.000    0.003    0.003 interpreter.py:1(<module>)
       35    0.002    0.000    0.010    0.000 interpreter.py:1014(peep_hole_fuse_dict_add_updates)
        1    0.000    0.000    0.000    0.000 interpreter.py:1338(Interpreter)
       35    0.000    0.000    0.000    0.000 interpreter.py:1344(__init__)
       35    0.002    0.000    0.120    0.003 interpreter.py:1361(interpret)
       35    0.000    0.000    0.031    0.001 interpreter.py:1438(post_process)
       35    0.000    0.000    0.000    0.000 interpreter.py:1490(_legalize_exception_vars)
       35    0.000    0.000    0.001    0.000 interpreter.py:1512(init_first_block)
      909    0.001    0.000    0.010    0.000 interpreter.py:1518(_iter_inst)
      140    0.001    0.000    0.001    0.000 interpreter.py:1538(_start_new_block)
      140    0.000    0.000    0.004    0.000 interpreter.py:1590(_end_current_block)
      140    0.002    0.000    0.003    0.000 interpreter.py:1657(_remove_unused_temporaries)
       46    0.000    0.000    0.000    0.000 interpreter.py:1718(_var_used_in_binop)
      140    0.000    0.000    0.001    0.000 interpreter.py:1726(_insert_outgoing_phis)
       72    0.000    0.000    0.000    0.000 interpreter.py:1749(get_global_value)
       14    0.000    0.000    0.000    0.000 interpreter.py:1759(get_closure_value)
     1953    0.000    0.000    0.000    0.000 interpreter.py:1770(current_scope)
       72    0.000    0.000    0.000    0.000 interpreter.py:1774(code_consts)
      298    0.000    0.000    0.000    0.000 interpreter.py:1778(code_locals)
      140    0.000    0.000    0.000    0.000 interpreter.py:1782(code_names)
      375    0.000    0.000    0.000    0.000 interpreter.py:1786(code_cellvars)
       14    0.000    0.000    0.000    0.000 interpreter.py:1790(code_freevars)
      874    0.002    0.000    0.023    0.000 interpreter.py:1794(_dispatch)
      943    0.004    0.000    0.012    0.000 interpreter.py:1832(store)
     1042    0.001    0.000    0.003    0.000 interpreter.py:1850(get)
      140    0.000    0.000    0.000    0.000 interpreter.py:1868(insert_block)
       35    0.000    0.000    0.000    0.000 interpreter.py:1879(op_NOP)
        2    0.000    0.000    0.000    0.000 interpreter.py:1910(op_UNPACK_SEQUENCE)
      232    0.000    0.000    0.005    0.000 interpreter.py:2221(op_LOAD_FAST)
       66    0.000    0.000    0.001    0.000 interpreter.py:2243(op_STORE_FAST)
        1    0.000    0.000    0.000    0.000 interpreter.py:2252(op_DUP_TOPX)
       68    0.000    0.000    0.001    0.000 interpreter.py:2270(op_LOAD_ATTR)
       72    0.000    0.000    0.001    0.000 interpreter.py:2281(op_LOAD_CONST)
       72    0.000    0.000    0.001    0.000 interpreter.py:2310(op_LOAD_GLOBAL)
       14    0.000    0.000    0.000    0.000 interpreter.py:2332(op_LOAD_DEREF)
       80    0.000    0.000    0.002    0.000 interpreter.py:2448(op_CALL_FUNCTION)
       80    0.000    0.000    0.000    0.000 interpreter.py:2450(<listcomp>)
        8    0.000    0.000    0.001    0.000 interpreter.py:2454(op_CALL_FUNCTION_KW)
        8    0.000    0.000    0.000    0.000 interpreter.py:2456(<listcomp>)
       14    0.000    0.000    0.000    0.000 interpreter.py:2606(op_GET_ITER)
       14    0.000    0.000    0.001    0.000 interpreter.py:2610(op_FOR_ITER)
       14    0.000    0.000    0.000    0.000 interpreter.py:2634(op_BINARY_SUBSCR)
        5    0.000    0.000    0.000    0.000 interpreter.py:2640(op_STORE_SUBSCR)
       12    0.000    0.000    0.000    0.000 interpreter.py:2654(op_BUILD_TUPLE)
       12    0.000    0.000    0.000    0.000 interpreter.py:2655(<listcomp>)
        1    0.000    0.000    0.000    0.000 interpreter.py:2659(op_BUILD_LIST)
        1    0.000    0.000    0.000    0.000 interpreter.py:2660(<listcomp>)
        1    0.000    0.000    0.000    0.000 interpreter.py:27(_UNKNOWN_VALUE)
        2    0.000    0.000    0.000    0.000 interpreter.py:2743(op_UNARY_NEGATIVE)
       46    0.000    0.000    0.001    0.000 interpreter.py:2763(_binop)
        6    0.000    0.000    0.000    0.000 interpreter.py:2770(_inplace_binop)
        5    0.000    0.000    0.000    0.000 interpreter.py:2785(op_BINARY_ADD)
        7    0.000    0.000    0.000    0.000 interpreter.py:2788(op_BINARY_SUBTRACT)
        4    0.000    0.000    0.000    0.000 interpreter.py:2791(op_BINARY_MULTIPLY)
        2    0.000    0.000    0.000    0.000 interpreter.py:2797(op_BINARY_TRUE_DIVIDE)
        1    0.000    0.000    0.000    0.000 interpreter.py:2800(op_BINARY_FLOOR_DIVIDE)
        1    0.000    0.000    0.000    0.000 interpreter.py:2803(op_BINARY_MODULO)
        5    0.000    0.000    0.000    0.000 interpreter.py:2827(op_INPLACE_ADD)
        1    0.000    0.000    0.000    0.000 interpreter.py:2833(op_INPLACE_MULTIPLY)
       15    0.000    0.000    0.000    0.000 interpreter.py:2869(op_JUMP_ABSOLUTE)
        2    0.000    0.000    0.000    0.000 interpreter.py:2873(op_JUMP_FORWARD)
       47    0.000    0.000    0.002    0.000 interpreter.py:2890(op_RETURN_VALUE)
       26    0.000    0.000    0.001    0.000 interpreter.py:2908(op_COMPARE_OP)
       33    0.000    0.000    0.002    0.000 interpreter.py:2960(_op_JUMP_IF)
       29    0.000    0.000    0.001    0.000 interpreter.py:3056(op_POP_JUMP_IF_FALSE)
        4    0.000    0.000    0.000    0.000 interpreter.py:3059(op_POP_JUMP_IF_TRUE)
       12    0.000    0.000    0.000    0.000 interpreter.py:3114(op_RAISE_VARARGS)
        1    0.000    0.000    0.000    0.000 interpreter.py:3289(op_LOAD_ASSERTION_ERROR)
       31    0.000    0.000    0.001    0.000 interpreter.py:3301(op_LOAD_METHOD)
       31    0.000    0.000    0.001    0.000 interpreter.py:3304(op_CALL_METHOD)
        1    0.000    0.000    0.000    0.000 interpreter.py:41(Assigner)
       35    0.002    0.000    0.003    0.000 interpreter.py:505(peep_hole_call_function_ex_to_call_function_kw)
      140    0.000    0.000    0.000    0.000 interpreter.py:54(__init__)
      300    0.001    0.000    0.001    0.000 interpreter.py:62(assign)
       35    0.000    0.000    0.001    0.000 interpreter.py:760(peep_hole_list_to_tuple)
      140    0.001    0.000    0.001    0.000 interpreter.py:800(find_postive_region)
     1042    0.001    0.000    0.001    0.000 interpreter.py:82(get_assignment_source)
       35    0.002    0.000    0.017    0.000 interpreter.py:982(peep_hole_delete_with_exit)
        1    0.000    0.000    0.000    0.000 intrinsics.py:1(<module>)
        1    0.000    0.000    0.000    0.000 intrinsics.py:8(_DivmodFixer)
       11    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
        1    0.000    0.000    0.001    0.001 ir.py:1(<module>)
       62    0.000    0.000    0.000    0.000 ir.py:1000(__init__)
      132    0.000    0.000    0.000    0.000 ir.py:1008(__repr__)
        4    0.000    0.000    0.000    0.000 ir.py:1011(infer_constant)
        1    0.000    0.000    0.000    0.000 ir.py:1015(Const)
       77    0.000    0.000    0.000    0.000 ir.py:1016(__init__)
      134    0.000    0.000    0.000    0.000 ir.py:1023(__repr__)
       14    0.000    0.000    0.000    0.000 ir.py:1026(infer_constant)
        1    0.000    0.000    0.000    0.000 ir.py:1037(Global)
      106    0.000    0.000    0.000    0.000 ir.py:1038(__init__)
      208    0.000    0.000    0.001    0.000 ir.py:1044(__str__)
       98    0.000    0.000    0.000    0.000 ir.py:1047(infer_constant)
        1    0.000    0.000    0.000    0.000 ir.py:1056(FreeVar)
       14    0.000    0.000    0.000    0.000 ir.py:1062(__init__)
       28    0.000    0.000    0.000    0.000 ir.py:1074(__str__)
        4    0.000    0.000    0.000    0.000 ir.py:1077(infer_constant)
        1    0.000    0.000    0.000    0.000 ir.py:1087(Var)
     1013    0.002    0.000    0.002    0.000 ir.py:1099(__init__)
      555    0.001    0.000    0.003    0.000 ir.py:1108(__repr__)
       95    0.002    0.000    0.020    0.000 ir.py:111(strformat)
     5051    0.001    0.000    0.001    0.000 ir.py:1111(__str__)
     1297    0.000    0.000    0.001    0.000 ir.py:1114(is_temp)
        1    0.000    0.000    0.000    0.000 ir.py:1146(Scope)
       70    0.000    0.000    0.000    0.000 ir.py:1161(__init__)
      987    0.001    0.000    0.004    0.000 ir.py:1170(define)
      807    0.001    0.000    0.001    0.000 ir.py:1178(get)
      807    0.000    0.000    0.001    0.000 ir.py:1186(get_exact)
      610    0.000    0.000    0.003    0.000 ir.py:1199(get_or_define)
      390    0.000    0.000    0.002    0.000 ir.py:1208(redefine)
        1    0.000    0.000    0.000    0.000 ir.py:1261(Block)
      598    0.000    0.000    0.001    0.000 ir.py:1266(__init__)
      155    0.000    0.000    0.000    0.000 ir.py:1273(copy)
     1119    0.003    0.000    0.004    0.000 ir.py:1278(find_exprs)
    14567    0.007    0.000    0.010    0.000 ir.py:1289(find_insts)
      600    0.000    0.000    0.000    0.000 ir.py:1307(prepend)
     1274    0.001    0.000    0.001    0.000 ir.py:1311(append)
       16    0.000    0.000    0.001    0.000 ir.py:1315(remove)
       16    0.000    0.000    0.000    0.000 ir.py:1319(clear)
      140    0.002    0.000    0.018    0.000 ir.py:1322(dump)
     2299    0.001    0.000    0.001    0.000 ir.py:1329(<genexpr>)
     5488    0.001    0.000    0.001    0.000 ir.py:1332(terminator)
      303    0.000    0.000    0.000    0.000 ir.py:1336(is_terminated)
       16    0.000    0.000    0.000    0.000 ir.py:1340(verify)
       18    0.000    0.000    0.000    0.000 ir.py:1349(insert_after)
       14    0.000    0.000    0.000    0.000 ir.py:1356(insert_before_terminator)
        1    0.000    0.000    0.000    0.000 ir.py:1365(Loop)
        1    0.000    0.000    0.000    0.000 ir.py:1379(With)
        1    0.000    0.000    0.000    0.000 ir.py:1393(FunctionIR)
       35    0.000    0.000    0.000    0.000 ir.py:1395(__init__)
      175    0.000    0.000    0.000    0.000 ir.py:143(count_spaces)
       35    0.000    0.000    0.000    0.000 ir.py:1487(_reset_analysis_variables)
       35    0.000    0.000    0.001    0.000 ir.py:1521(copy)
      144    0.000    0.000    0.025    0.000 ir.py:1541(infer_constant)
     1696    0.003    0.000    0.004    0.000 ir.py:1549(get_definition)
       35    0.000    0.000    0.019    0.001 ir.py:1596(dump)
       35    0.000    0.000    0.019    0.001 ir.py:1622(dump_to_string)
        1    0.000    0.000    0.000    0.000 ir.py:1681(UndefinedType)
        1    0.000    0.000    0.000    0.000 ir.py:1685(__new__)
      228    0.000    0.000    0.000    0.000 ir.py:1694(__repr__)
     1049    0.001    0.000    0.001    0.000 ir.py:194(with_lineno)
      555    0.001    0.000    0.002    0.000 ir.py:200(short)
        1    0.000    0.000    0.000    0.000 ir.py:212(SlotEqualityCheckMixin)
        1    0.000    0.000    0.000    0.000 ir.py:234(EqualityCheckMixin)
 1250/908    0.001    0.000    0.003    0.000 ir.py:238(__eq__)
     1606    0.001    0.000    0.002    0.000 ir.py:240(fixup)
        1    0.000    0.000    0.000    0.000 ir.py:25(Loc)
     9250    0.002    0.000    0.004    0.000 ir.py:255(__hash__)
        1    0.000    0.000    0.000    0.000 ir.py:259(VarMap)
       70    0.000    0.000    0.000    0.000 ir.py:260(__init__)
      987    0.000    0.000    0.000    0.000 ir.py:263(define)
      820    0.000    0.000    0.000    0.000 ir.py:269(get)
     6590    0.001    0.000    0.001    0.000 ir.py:275(__contains__)
        1    0.000    0.000    0.000    0.000 ir.py:300(AbstractRHS)
        1    0.000    0.000    0.000    0.000 ir.py:306(Inst)
     1085    0.001    0.000    0.001    0.000 ir.py:31(__init__)
132029/23557    0.119    0.000    0.169    0.000 ir.py:317(_rec_list_vars)
        1    0.000    0.000    0.000    0.000 ir.py:339(Stmt)
    19717    0.007    0.000    0.153    0.000 ir.py:350(list_vars)
        1    0.000    0.000    0.000    0.000 ir.py:354(Terminator)
        1    0.000    0.000    0.000    0.000 ir.py:370(Expr)
      410    0.001    0.000    0.001    0.000 ir.py:376(__init__)
     6851    0.003    0.000    0.005    0.000 ir.py:383(__getattr__)
     1230    0.000    0.000    0.000    0.000 ir.py:388(__setattr__)
       46    0.000    0.000    0.000    0.000 ir.py:394(binop)
        6    0.000    0.000    0.000    0.000 ir.py:404(inplace_binop)
        2    0.000    0.000    0.000    0.000 ir.py:416(unary)
      121    0.000    0.000    0.001    0.000 ir.py:424(call)
       21    0.000    0.000    0.000    0.000 ir.py:432(build_tuple)
        1    0.000    0.000    0.000    0.000 ir.py:438(build_list)
       14    0.000    0.000    0.000    0.000 ir.py:457(pair_first)
       14    0.000    0.000    0.000    0.000 ir.py:463(pair_second)
       14    0.000    0.000    0.000    0.000 ir.py:470(getiter)
       14    0.000    0.000    0.000    0.000 ir.py:477(iternext)
        2    0.000    0.000    0.000    0.000 ir.py:484(exhaust_iter)
       68    0.000    0.000    0.000    0.000 ir.py:492(getattr)
       14    0.000    0.000    0.000    0.000 ir.py:500(getitem)
        7    0.000    0.000    0.000    0.000 ir.py:517(static_getitem)
       47    0.000    0.000    0.000    0.000 ir.py:527(cast)
       15    0.000    0.000    0.000    0.000 ir.py:537(phi)
       35    0.000    0.000    0.000    0.000 ir.py:55(from_function_id)
        1    0.000    0.000    0.000    0.000 ir.py:553(null)
      944    0.004    0.000    0.013    0.000 ir.py:588(__repr__)
      803    0.000    0.000    0.000    0.000 ir.py:590(<genexpr>)
     2548    0.001    0.000    0.004    0.000 ir.py:592(<genexpr>)
     1299    0.001    0.000    0.001    0.000 ir.py:604(<genexpr>)
    11263    0.005    0.000    0.074    0.000 ir.py:607(list_vars)
       73    0.000    0.000    0.021    0.000 ir.py:610(infer_constant)
        1    0.000    0.000    0.000    0.000 ir.py:614(SetItem)
        5    0.000    0.000    0.000    0.000 ir.py:619(__init__)
       10    0.000    0.000    0.000    0.000 ir.py:629(__repr__)
      243    0.000    0.000    0.000    0.000 ir.py:63(__str__)
        1    0.000    0.000    0.000    0.000 ir.py:633(StaticSetItem)
        1    0.000    0.000    0.000    0.000 ir.py:654(DelItem)
        1    0.000    0.000    0.000    0.000 ir.py:671(SetAttr)
        1    0.000    0.000    0.000    0.000 ir.py:686(DelAttr)
       12    0.000    0.000    0.001    0.000 ir.py:69(_find_definition)
        1    0.000    0.000    0.000    0.000 ir.py:699(StoreMap)
        1    0.000    0.000    0.000    0.000 ir.py:714(Del)
     2284    0.001    0.000    0.002    0.000 ir.py:715(__init__)
      769    0.000    0.000    0.000    0.000 ir.py:721(__str__)
        1    0.000    0.000    0.000    0.000 ir.py:725(Raise)
       12    0.000    0.000    0.000    0.000 ir.py:728(__init__)
       12    0.000    0.000    0.000    0.000 ir.py:734(__str__)
      108    0.000    0.000    0.000    0.000 ir.py:737(get_targets)
        1    0.000    0.000    0.000    0.000 ir.py:741(StaticRaise)
       12    0.000    0.000    0.000    0.000 ir.py:749(__init__)
       12    0.000    0.000    0.000    0.000 ir.py:757(__str__)
      180    0.000    0.000    0.000    0.000 ir.py:766(get_targets)
        1    0.000    0.000    0.000    0.000 ir.py:770(DynamicRaise)
        1    0.000    0.000    0.000    0.000 ir.py:799(TryRaise)
        1    0.000    0.000    0.000    0.000 ir.py:813(StaticTryRaise)
       12    0.000    0.000    0.001    0.000 ir.py:82(_raw_function_name)
        1    0.000    0.000    0.000    0.000 ir.py:835(DynamicTryRaise)
        1    0.000    0.000    0.000    0.000 ir.py:857(Return)
       47    0.000    0.000    0.000    0.000 ir.py:863(__init__)
       91    0.000    0.000    0.000    0.000 ir.py:869(__str__)
     1083    0.000    0.000    0.000    0.000 ir.py:872(get_targets)
        1    0.000    0.000    0.000    0.000 ir.py:876(Jump)
       39    0.000    0.000    0.000    0.000 ir.py:881(__init__)
       71    0.000    0.000    0.000    0.000 ir.py:886(__str__)
     1169    0.000    0.000    0.000    0.000 ir.py:889(get_targets)
        1    0.000    0.000    0.000    0.000 ir.py:893(Branch)
       47    0.000    0.000    0.000    0.000 ir.py:898(__init__)
      107    0.000    0.000    0.015    0.000 ir.py:90(get_lines)
       91    0.000    0.000    0.000    0.000 ir.py:906(__str__)
     1379    0.000    0.000    0.000    0.000 ir.py:909(get_targets)
        1    0.000    0.000    0.000    0.000 ir.py:913(Assign)
     1066    0.001    0.000    0.001    0.000 ir.py:917(__init__)
     1372    0.002    0.000    0.013    0.000 ir.py:925(__str__)
        1    0.000    0.000    0.000    0.000 ir.py:929(Print)
        1    0.000    0.000    0.000    0.000 ir.py:947(Yield)
        1    0.000    0.000    0.000    0.000 ir.py:962(EnterWith)
      183    0.000    0.000    0.009    0.000 ir.py:97(_get_path)
        1    0.000    0.000    0.000    0.000 ir.py:989(PopBlock)
        1    0.000    0.000    0.000    0.000 ir.py:999(Arg)
        1    0.000    0.000    0.000    0.000 ir_print.py:1(<module>)
      137    0.001    0.000    0.012    0.000 ir_print.py:11(match)
        1    0.000    0.000    0.000    0.000 ir_print.py:5(RewritePrintCalls)
        1    0.000    0.000    0.000    0.000 ir_print.py:53(DetectConstPrintArguments)
      137    0.000    0.000    0.000    0.000 ir_print.py:59(match)
        1    0.000    0.000    0.010    0.010 ir_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ir_utils.py:1531(GuardException)
     1032    0.000    0.000    0.000    0.000 ir_utils.py:1535(require)
2171/1926    0.002    0.000    0.043    0.000 ir_utils.py:1542(guard)
     1196    0.001    0.000    0.003    0.000 ir_utils.py:1553(get_definition)
       70    0.002    0.000    0.002    0.000 ir_utils.py:1563(build_definitions)
      255    0.002    0.000    0.005    0.000 ir_utils.py:1588(find_callname)
       85    0.000    0.000    0.000    0.000 ir_utils.py:1678(find_const)
      189    0.000    0.000    0.000    0.000 ir_utils.py:1875(is_operator_or_getitem)
       35    0.002    0.000    0.003    0.000 ir_utils.py:2031(raise_on_unsupported_feature)
       35    0.000    0.000    0.000    0.000 ir_utils.py:2154(warn_deprecated)
       72    0.000    0.000    0.001    0.000 ir_utils.py:2175(resolve_func_from_module)
   150/72    0.000    0.000    0.001    0.000 ir_utils.py:2185(resolve_mod)
      735    0.002    0.000    0.008    0.000 ir_utils.py:2211(enforce_no_dels)
     2899    0.001    0.000    0.005    0.000 ir_utils.py:2216(<listcomp>)
       35    0.000    0.000    0.001    0.000 ir_utils.py:2221(enforce_no_phis)
      137    0.000    0.000    0.001    0.000 ir_utils.py:2226(<listcomp>)
       35    0.000    0.000    0.035    0.001 ir_utils.py:2238(check_and_legalize_ir)
       35    0.002    0.000    0.009    0.000 ir_utils.py:2316(fixup_var_define_in_scope)
      826    0.000    0.000    0.000    0.000 ir_utils.py:2358(is_setup_with)
      826    0.000    0.000    0.000    0.000 ir_utils.py:2374(is_pop_block)
        1    0.000    0.000    0.000    0.000 ir_utils.py:35(_MaxLabel)
        1    0.000    0.000    0.000    0.000 ir_utils.py:36(__init__)
       53    0.000    0.000    0.000    0.000 ir_utils.py:364(replace_var_callback)
        3    0.000    0.000    0.000    0.000 ir_utils.py:383(replace_vars_stmt)
       23    0.000    0.000    0.000    0.000 ir_utils.py:387(replace_vars_inner)
        3    0.000    0.000    0.000    0.000 ir_utils.py:406(visit_vars_stmt)
   141/32    0.000    0.000    0.000    0.000 ir_utils.py:457(visit_vars_inner)
        3    0.000    0.000    0.000    0.000 ir_utils.py:461(<listcomp>)
        4    0.000    0.000    0.000    0.000 ir_utils.py:463(<listcomp>)
       70    0.001    0.000    0.001    0.000 ir_utils.py:551(remove_dels)
        1    0.000    0.000    0.000    0.000 isolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 isoparser.py:1(<module>)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 itanium_mangler.py:1(<module>)
      140    0.000    0.000    0.001    0.000 itanium_mangler.py:103(mangle_abi_tag)
      282    0.001    0.000    0.007    0.000 itanium_mangler.py:107(mangle_identifier)
      282    0.001    0.000    0.005    0.000 itanium_mangler.py:118(<listcomp>)
  338/124    0.000    0.000    0.004    0.000 itanium_mangler.py:127(mangle_type_or_value)
    82/76    0.000    0.000    0.003    0.000 itanium_mangler.py:154(mangle_templated_ident)
       70    0.000    0.000    0.004    0.000 itanium_mangler.py:163(mangle_args)
       70    0.000    0.000    0.004    0.000 itanium_mangler.py:167(<listcomp>)
       70    0.000    0.000    0.009    0.000 itanium_mangler.py:170(mangle)
       28    0.000    0.000    0.001    0.000 itanium_mangler.py:179(prepend_namespace)
      806    0.001    0.000    0.004    0.000 itanium_mangler.py:63(_escape_string)
      304    0.000    0.000    0.001    0.000 itanium_mangler.py:74(repl)
      608    0.000    0.000    0.000    0.000 itanium_mangler.py:75(<genexpr>)
      806    0.000    0.000    0.000    0.000 itanium_mangler.py:84(_fix_lead_digit)
      806    0.001    0.000    0.001    0.000 itanium_mangler.py:94(_len_encoded)
        1    0.000    0.000    0.002    0.002 iterative.py:1(<module>)
        3    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        4    0.000    0.000    0.002    0.000 iterators.py:12(iterator_getiter)
        1    0.000    0.000    0.000    0.000 iterators.py:20(RangeIteratorType)
        1    0.000    0.000    0.001    0.001 iterators.py:20(make_enumerate_object)
        6    0.000    0.000    0.000    0.000 iterators.py:22(__init__)
        1    0.000    0.000    0.000    0.000 iterators.py:34(Generator)
        1    0.000    0.000    0.003    0.003 iterators.py:46(iternext_enumerate)
        1    0.000    0.000    0.000    0.000 iterators.py:5(RangeType)
        1    0.000    0.000    0.000    0.000 iterators.py:56(EnumerateType)
        3    0.000    0.000    0.000    0.000 iterators.py:62(__init__)
       79    0.000    0.000    0.000    0.000 iterators.py:69(key)
        3    0.000    0.000    0.000    0.000 iterators.py:7(__init__)
        1    0.000    0.000    0.000    0.000 iterators.py:74(ZipType)
        1    0.000    0.000    0.000    0.000 iterators.py:92(ArrayIterator)
        4    0.000    0.000    0.000    0.000 iterators.py:97(__init__)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        1    0.000    0.000    0.006    0.006 lapack.py:1(<module>)
       48    0.000    0.000    0.000    0.000 lapack.py:864(backtickrepl)
        1    0.000    0.000    0.001    0.001 layout_engine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 layout_engine.py:106(PlaceHolderLayoutEngine)
        1    0.000    0.000    0.000    0.000 layout_engine.py:132(TightLayoutEngine)
        1    0.000    0.000    0.000    0.000 layout_engine.py:211(ConstrainedLayoutEngine)
        1    0.000    0.000    0.000    0.000 layout_engine.py:27(LayoutEngine)
        1    0.000    0.000    0.004    0.004 legend.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:342(Legend)
        1    0.000    0.000    0.000    0.000 legend.py:54(DraggableLegend)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:166(HandlerNpoints)
        7    0.000    0.000    0.000    0.000 legend_handler.py:171(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:208(HandlerNpointsYoffsets)
        4    0.000    0.000    0.000    0.000 legend_handler.py:214(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:238(HandlerLine2DCompound)
        1    0.000    0.000    0.000    0.000 legend_handler.py:275(HandlerLine2D)
        1    0.000    0.000    0.000    0.000 legend_handler.py:314(HandlerPatch)
        2    0.000    0.000    0.000    0.000 legend_handler.py:319(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:361(HandlerStepPatch)
        1    0.000    0.000    0.000    0.000 legend_handler.py:398(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:430(HandlerRegularPolyCollection)
        3    0.000    0.000    0.000    0.000 legend_handler.py:433(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:46(HandlerBase)
        1    0.000    0.000    0.000    0.000 legend_handler.py:503(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:513(HandlerCircleCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:521(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 legend_handler.py:524(__init__)
       12    0.000    0.000    0.000    0.000 legend_handler.py:62(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:628(HandlerStem)
        1    0.000    0.000    0.000    0.000 legend_handler.py:633(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:719(HandlerTuple)
        1    0.000    0.000    0.000    0.000 legend_handler.py:724(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:772(HandlerPolyCollection)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        1    0.000    0.000    0.001    0.001 lgmres.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:1(<module>)
        3    0.000    0.000    0.019    0.006 linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:1020(eig_impl)
        1    0.000    0.000    0.000    0.000 linalg.py:115(_LAPACK)
        2    0.000    0.000    0.000    0.000 linalg.py:121(__init__)
        1    0.000    0.000    0.000    0.000 linalg.py:145(numba_ez_rgeev)
        1    0.000    0.000    0.000    0.000 linalg.py:162(numba_ez_cgeev)
        1    0.000    0.000    0.000    0.000 linalg.py:39(EigResult)
        1    0.000    0.000    0.000    0.000 linalg.py:43(EighResult)
        1    0.000    0.000    0.000    0.000 linalg.py:47(QRResult)
        1    0.000    0.000    0.000    0.000 linalg.py:48(get_blas_kind)
        1    0.000    0.000    0.000    0.000 linalg.py:51(SlogdetResult)
        1    0.000    0.000    0.000    0.000 linalg.py:55(SVDResult)
        1    0.000    0.000    0.122    0.122 linalg.py:55(ensure_blas)
        3    0.000    0.000    0.000    0.000 linalg.py:62(ensure_lapack)
        1    0.000    0.000    0.000    0.000 linalg.py:67(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_BLAS)
        1    0.000    0.000    0.000    0.000 linalg.py:831(_check_linalg_matrix)
        1    0.000    0.000    0.000    0.000 linalg.py:864(ol_copy_to_fortran_order)
        1    0.000    0.000    0.000    0.000 linalg.py:97(_determine_error_states)
       51    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
       52    0.000    0.000    0.001    0.000 linecache.py:26(getline)
      140    0.000    0.000    0.011    0.000 linecache.py:36(getlines)
       17    0.000    0.000    0.000    0.000 linecache.py:52(checkcache)
        6    0.000    0.000    0.011    0.002 linecache.py:80(updatecache)
        1    0.000    0.000    0.013    0.013 lines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lines.py:1467(AxLine)
        1    0.000    0.000    0.000    0.000 lines.py:1602(VertexSelector)
        1    0.000    0.000    0.000    0.000 lines.py:216(Line2D)
        1    0.000    0.000    0.000    0.000 linker.py:1(<module>)
      140    0.001    0.000    0.025    0.000 linker.py:5(link_modules)
        1    0.000    0.000    0.002    0.002 linsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linsolve.py:25(MatrixRankWarning)
        1    0.000    0.000    0.001    0.001 listdecl.py:1(<module>)
       26    0.000    0.000    0.000    0.000 listdecl.py:102(generic)
        1    0.000    0.000    0.000    0.000 listdecl.py:110(MulList)
       32    0.000    0.000    0.000    0.000 listdecl.py:114(generic)
        1    0.000    0.000    0.000    0.000 listdecl.py:122(InplaceMulList)
        1    0.000    0.000    0.000    0.000 listdecl.py:127(ListCompare)
       52    0.000    0.000    0.000    0.000 listdecl.py:129(generic)
        1    0.000    0.000    0.000    0.000 listdecl.py:138(ListEq)
