vectorized_numba.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.282, Time: 0.529685 s
         7100336 function calls (6730662 primitive calls) in 6.639 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 axis.py:33(<listcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:405(XTick)
        1    0.000    0.000    0.000    0.000 axis.py:43(Tick)
        1    0.000    0.000    0.000    0.000 axis.py:462(YTick)
        1    0.000    0.000    0.000    0.000 axis.py:523(Ticker)
        1    0.000    0.000    0.000    0.000 axis.py:564(_LazyTickList)
        2    0.000    0.000    0.000    0.000 axis.py:572(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:596(Axis)
        1    0.000    0.000    0.010    0.010 axis3d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axis3d.py:38(Axis)
        1    0.000    0.000    0.000    0.000 axis3d.py:732(XAxis)
        1    0.000    0.000    0.000    0.000 axis3d.py:740(YAxis)
        1    0.000    0.000    0.000    0.000 axis3d.py:748(ZAxis)
        1    0.000    0.000    0.092    0.092 backend_bases.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1090(TimerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1246(Event)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1288(DrawEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1315(ResizeEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1335(CloseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1339(LocationEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1401(MouseButton)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1409(MouseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1484(PickEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:153(RendererBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1533(KeyEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1671(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2574(NonGuiException)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2579(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2789(_Mode)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2802(NavigationToolbar2)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3225(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3380(_Backend)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3484(ShowBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:763(GraphicsContextBase)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:13(ToolTriggerEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:20(ToolManagerMessageEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:32(ToolManager)
        1    0.000    0.000    0.000    0.000 backend_managers.py:4(ToolEvent)
        1    0.000    0.000    0.008    0.008 backend_tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:158(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:245(ToolSetCursor)
        1    0.000    0.000    0.000    0.000 backend_tools.py:29(Cursors)
        1    0.000    0.000    0.000    0.000 backend_tools.py:304(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 backend_tools.py:332(RubberbandBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:360(ToolQuit)
        1    0.000    0.000    0.000    0.000 backend_tools.py:370(ToolQuitAll)
        1    0.000    0.000    0.000    0.000 backend_tools.py:380(ToolGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:395(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:410(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 backend_tools.py:420(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:437(ToolYScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:447(ToolXScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:457(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 backend_tools.py:588(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:600(ToolHome)
        1    0.000    0.000    0.000    0.000 backend_tools.py:609(ToolBack)
        1    0.000    0.000    0.000    0.000 backend_tools.py:618(ToolForward)
        1    0.000    0.000    0.000    0.000 backend_tools.py:627(ConfigureSubplotsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:634(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:642(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:709(ToolZoom)
        1    0.000    0.000    0.000    0.000 backend_tools.py:73(ToolBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:830(ToolPan)
        1    0.000    0.000    0.000    0.000 backend_tools.py:896(ToolHelpBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:934(ToolCopyToClipboardBase)
        3    0.000    0.000    0.021    0.007 base.py:1(<module>)
      203    0.000    0.000    0.000    0.000 base.py:100(<lambda>)
       16    0.000    0.000    0.001    0.000 base.py:1001(make_array)
       27    0.000    0.000    0.001    0.000 base.py:1019(make_tuple)
     3079    0.004    0.000    0.020    0.000 base.py:103(_match_arglist)
        1    0.000    0.000    0.000    0.000 base.py:1079(add_dynamic_addr)
       81    0.000    0.000    0.026    0.000 base.py:1100(get_abi_sizeof)
        9    0.000    0.000    0.000    0.000 base.py:1114(get_preferred_array_alignment)
      255    0.000    0.000    0.000    0.000 base.py:1134(active_code_library)
       70    0.000    0.000    0.000    0.000 base.py:1140(push_code_library)
      223    0.000    0.000    0.000    0.000 base.py:1150(add_linking_libs)
        1    0.000    0.000    0.000    0.000 base.py:1176(_wrap_impl)
      217    0.001    0.000    0.013    0.000 base.py:1183(__init__)
  217/160    0.001    0.000    1.075    0.007 base.py:1189(__call__)
      223    0.000    0.000    0.000    0.000 base.py:1194(__getattr__)
      217    0.000    0.000    0.012    0.000 base.py:1200(_has_loc)
        1    0.000    0.000    0.000    0.000 base.py:1207(_wrap_missing_loc)
      217    0.000    0.000    0.000    0.000 base.py:1209(__init__)
      217    0.001    0.000    0.013    0.000 base.py:1212(__call__)
  217/160    0.001    0.000    1.073    0.007 base.py:1218(wrapper)
     3356    0.004    0.000    0.013    0.000 base.py:123(_match)
        1    0.000    0.000    0.000    0.000 base.py:1242(_initialize_llvm_lock_event)
    15191    0.008    0.000    0.096    0.000 base.py:1246(enter_fn)
    15191    0.007    0.000    0.124    0.000 base.py:1249(exit_fn)
     1216    0.001    0.000    0.002    0.000 base.py:138(append)
        1    0.000    0.000    0.002    0.002 base.py:147(_load_global_helpers)
        1    0.000    0.000    0.000    0.000 base.py:167(BaseContext)
        9    0.000    0.000    0.000    0.000 base.py:191(enable_boundscheck)
        1    0.000    0.000    0.000    0.000 base.py:22(InstanceModel)
        1    0.000    0.000    0.008    0.008 base.py:225(__init__)
        1    0.000    0.000    0.000    0.000 base.py:258(ConstructorTemplate)
  376/130    0.001    0.000    0.374    0.003 base.py:261(refresh)
        1    0.000    0.000    0.000    0.000 base.py:27(OverloadSelector)
       70    0.000    0.000    0.009    0.000 base.py:284(mangler)
       63    0.000    0.000    0.000    0.000 base.py:290(get_env_name)
       37    0.000    0.000    0.002    0.000 base.py:298(declare_env_global)
        1    0.000    0.000    0.000    0.000 base.py:306(ClassBuilder)
      307    0.000    0.000    0.014    0.000 base.py:319(get_arg_packer)
       12    0.000    0.000    0.000    0.000 base.py:329(nonconst_module_attrs)
       25    0.000    0.000    0.001    0.000 base.py:336(nrt)
       70    0.000    0.000    0.002    0.000 base.py:341(subtarget)
     3008    0.006    0.000    0.037    0.000 base.py:352(install_registry)
     3008    0.002    0.000    0.009    0.000 base.py:368(insert_func_defn)
        1    0.000    0.000    0.000    0.000 base.py:37(InstanceDataModel)
      568    0.001    0.000    0.001    0.000 base.py:37(__init__)
     3008    0.001    0.000    0.006    0.000 base.py:372(_insert_getattr_defn)
     3008    0.001    0.000    0.005    0.000 base.py:376(_insert_setattr_defn)
     3008    0.001    0.000    0.005    0.000 base.py:380(_insert_cast_defn)
     3008    0.001    0.000    0.005    0.000 base.py:384(_insert_get_constant_defn)
       26    0.000    0.000    0.000    0.000 base.py:388(insert_user_function)
        1    0.000    0.000    0.000    0.000 base.py:404(ClassAttribute)
        2    0.000    0.000    0.000    0.000 base.py:404(get_external_function_type)
        2    0.000    0.000    0.000    0.000 base.py:405(<listcomp>)
       86    0.001    0.000    0.029    0.000 base.py:412(declare_function)
      903    0.001    0.000    0.029    0.000 base.py:42(find)
        2    0.000    0.000    0.000    0.000 base.py:423(declare_external_function)
       76    0.000    0.000    0.004    0.000 base.py:431(insert_const_string)
      226    0.000    0.000    0.005    0.000 base.py:451(insert_unique_const)
      105    0.000    0.000    0.001    0.000 base.py:463(get_argument_type)
       58    0.000    0.000    0.001    0.000 base.py:469(get_data_type)
      745    0.001    0.000    0.005    0.000 base.py:479(get_value_type)
        7    0.000    0.000    0.000    0.000 base.py:482(pack_value)
      339    0.001    0.000    0.026    0.000 base.py:49(_find)
       12    0.000    0.000    0.000    0.000 base.py:491(unpack_value)
  433/432    0.001    0.000    0.016    0.000 base.py:500(get_constant_generic)
      177    0.000    0.000    0.004    0.000 base.py:510(get_constant)
       27    0.000    0.000    0.001    0.000 base.py:518(get_constant_undef)
        2    0.000    0.000    0.000    0.000 base.py:522(get_constant_null)
  365/291    0.002    0.000    0.047    0.000 base.py:526(get_function)
      339    0.001    0.000    0.021    0.000 base.py:56(_select_compatible)
       12    0.000    0.000    0.000    0.000 base.py:572(get_bound_function)
       49    0.000    0.000    0.002    0.000 base.py:576(get_getattr)
        2    0.000    0.000    0.001    0.000 base.py:646(get_argument_value)
       75    0.000    0.000    0.010    0.000 base.py:652(get_returned_value)
       44    0.000    0.000    0.006    0.000 base.py:658(get_return_value)
      191    0.000    0.000    0.002    0.000 base.py:66(_best_signature)
       12    0.000    0.000    0.000    0.000 base.py:664(get_value_as_argument)
        3    0.000    0.000    0.000    0.000 base.py:669(get_value_as_data)
       14    0.000    0.000    0.002    0.000 base.py:675(pair_first)
       14    0.000    0.000    0.002    0.000 base.py:682(pair_second)
  944/884    0.001    0.000    0.015    0.000 base.py:689(cast)
        4    0.000    0.000    0.003    0.001 base.py:737(is_true)
       24    0.000    0.000    0.000    0.000 base.py:74(<lambda>)
       78    0.000    0.000    0.001    0.000 base.py:746(get_c_value)
        2    0.000    0.000    0.000    0.000 base.py:762(call_external_function)
        2    0.000    0.000    0.000    0.000 base.py:763(<listcomp>)
        2    0.000    0.000    0.000    0.000 base.py:796(get_struct_type)
        2    0.000    0.000    0.000    0.000 base.py:800(<listcomp>)
      189    0.000    0.000    0.001    0.000 base.py:803(get_dummy_value)
      189    0.000    0.000    0.000    0.000 base.py:806(get_dummy_type)
     10/9    0.000    0.000    1.161    0.129 base.py:809(_compile_subroutine_no_cache)
        1    0.000    0.000    0.000    0.000 base.py:81(JitClassType)
      191    0.001    0.000    0.002    0.000 base.py:83(_sort_signatures)
    22/20    0.000    0.000    1.161    0.058 base.py:847(compile_subroutine)
    19/17    0.000    0.000    1.087    0.064 base.py:876(compile_internal)
       22    0.000    0.000    0.023    0.001 base.py:884(call_internal)
       22    0.000    0.000    0.017    0.001 base.py:896(call_internal_no_propagate)
       87    0.000    0.000    0.005    0.000 base.py:954(get_python_api)
       83    0.000    0.000    0.001    0.000 base.py:975(get_helper_class)
       83    0.000    0.000    0.009    0.000 base.py:983(_make_helper)
       62    0.000    0.000    0.008    0.000 base.py:987(make_helper)
       21    0.000    0.000    0.001    0.000 base.py:994(make_data_helper)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
       35    0.000    0.000    0.000    0.000 base64.py:51(b64encode)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 basic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:189(BezierSegment)
        1    0.000    0.000    0.000    0.000 bezier.py:25(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.017    0.017 blas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blas.py:238(<dictcomp>)
        1    0.000    0.000    0.000    0.000 blas.py:239(<dictcomp>)
        2    0.000    0.000    0.000    0.000 blas.py:377(_memoize_get_funcs)
        2    0.000    0.000    0.001    0.000 boxing.py:1(<module>)
        2    0.000    0.000    0.002    0.001 boxing.py:474(unbox_array)
        2    0.000    0.000    0.001    0.001 boxing.py:49(unbox_integer)
        1    0.000    0.000    0.000    0.000 boxing.py:635(_NumbaTypeHelper)
        2    0.000    0.000    0.000    0.000 boxing.py:65(box_float)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bufproto.py:1(<module>)
        1    0.000    0.000    0.001    0.001 builder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 builder.py:100(wrap)
        2    0.000    0.000    0.000    0.000 builder.py:1001(atomic_rmw)
        1    0.000    0.000    0.000    0.000 builder.py:1007(cmpxchg)
        2    0.000    0.000    0.000    0.000 builder.py:1038(fence)
        2    0.000    0.000    0.000    0.000 builder.py:114(_uniop_intrinsic_with_flag)
        2    0.000    0.000    0.000    0.000 builder.py:115(wrap)
        1    0.000    0.000    0.000    0.000 builder.py:134(_triop_intrinsic)
        1    0.000    0.000    0.000    0.000 builder.py:135(wrap)
       13    0.000    0.000    0.000    0.000 builder.py:158(_castop)
       13    0.000    0.000    0.000    0.000 builder.py:159(wrap)
        1    0.000    0.000    0.000    0.000 builder.py:16(_unop)
      154    0.000    0.000    0.002    0.000 builder.py:160(wrapped)
        1    0.000    0.000    0.000    0.000 builder.py:17(wrap)
      826    0.001    0.000    0.001    0.000 builder.py:173(_label_suffix)
        1    0.000    0.000    0.000    0.000 builder.py:189(IRBuilder)
       67    0.000    0.000    0.000    0.000 builder.py:190(__init__)
    20230    0.003    0.000    0.003    0.000 builder.py:195(block)
     1932    0.001    0.000    0.001    0.000 builder.py:204(function)
      570    0.001    0.000    0.001    0.000 builder.py:211(module)
       30    0.000    0.000    0.000    0.000 builder.py:218(position_before)
     2240    0.001    0.000    0.002    0.000 builder.py:241(position_at_end)
      914    0.001    0.000    0.007    0.000 builder.py:248(append_basic_block)
     1216    0.001    0.000    0.002    0.000 builder.py:264(goto_block)
     1096    0.002    0.000    0.006    0.000 builder.py:281(goto_entry_block)
       18    0.000    0.000    0.000    0.000 builder.py:29(_binop)
      876    0.001    0.000    0.004    0.000 builder.py:290(_branch_helper)
      676    0.002    0.000    0.027    0.000 builder.py:297(if_then)
       18    0.000    0.000    0.000    0.000 builder.py:30(wrap)
      588    0.001    0.000    0.006    0.000 builder.py:31(wrapped)
      100    0.000    0.000    0.003    0.000 builder.py:320(if_else)
    13780    0.009    0.000    0.011    0.000 builder.py:351(_insert)
     1142    0.001    0.000    0.003    0.000 builder.py:357(_set_terminator)
        6    0.000    0.000    0.000    0.000 builder.py:45(_binop_with_overflow)
        6    0.000    0.000    0.000    0.000 builder.py:46(wrap)
       28    0.000    0.000    0.002    0.000 builder.py:47(wrapped)
      132    0.000    0.000    0.002    0.000 builder.py:539(not_)
       12    0.000    0.000    0.000    0.000 builder.py:550(neg)
      764    0.003    0.000    0.011    0.000 builder.py:568(_icmp)
      540    0.000    0.000    0.008    0.000 builder.py:579(icmp_signed)
      224    0.000    0.000    0.003    0.000 builder.py:588(icmp_unsigned)
        4    0.000    0.000    0.000    0.000 builder.py:597(fcmp_ordered)
        4    0.000    0.000    0.000    0.000 builder.py:613(fcmp_unordered)
      126    0.001    0.000    0.002    0.000 builder.py:629(select)
      552    0.001    0.000    0.008    0.000 builder.py:738(alloca)
     1577    0.003    0.000    0.016    0.000 builder.py:756(load)
     1829    0.004    0.000    0.022    0.000 builder.py:769(store)
        4    0.000    0.000    0.000    0.000 builder.py:818(switch)
      461    0.001    0.000    0.006    0.000 builder.py:826(branch)
        3    0.000    0.000    0.000    0.000 builder.py:83(_uniop_intrinsic_int)
      452    0.001    0.000    0.005    0.000 builder.py:834(cbranch)
        3    0.000    0.000    0.000    0.000 builder.py:84(wrap)
        5    0.000    0.000    0.000    0.000 builder.py:851(ret_void)
      220    0.000    0.000    0.004    0.000 builder.py:858(ret)
      776    0.002    0.000    0.020    0.000 builder.py:875(call)
      774    0.001    0.000    0.013    0.000 builder.py:922(gep)
     4485    0.008    0.000    0.052    0.000 builder.py:967(extract_value)
      958    0.002    0.000    0.013    0.000 builder.py:977(insert_value)
       49    0.000    0.000    0.001    0.000 builder.py:989(phi)
        1    0.000    0.000    0.000    0.000 builder.py:99(_uniop_intrinsic_float)
        2    0.000    0.000    0.037    0.019 builtins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 builtins.py:1011(Complex)
        1    0.000    0.000    0.000    0.000 builtins.py:102(IterNext)
        1    0.000    0.000    0.000    0.000 builtins.py:1039(Enumerate)
        3    0.000    0.000    0.000    0.000 builtins.py:1042(generic)
        1    0.000    0.000    0.000    0.000 builtins.py:1057(Zip)
       29    0.000    0.000    0.001    0.000 builtins.py:106(generic)
        1    0.000    0.000    0.000    0.000 builtins.py:1067(Iter)
        1    0.000    0.000    0.000    0.000 builtins.py:1078(Next)
        2    0.000    0.000    0.000    0.000 builtins.py:1081(generic)
        1    0.000    0.000    0.000    0.000 builtins.py:1091(TypeBuiltin)
        1    0.000    0.000    0.000    0.000 builtins.py:1107(OptionalAttribute)
        1    0.000    0.000    0.000    0.000 builtins.py:1116(DeferredAttribute)
        1    0.000    0.000    0.000    0.000 builtins.py:1125(MinValInfer)
        1    0.000    0.000    0.000    0.000 builtins.py:113(PairFirst)
        1    0.000    0.000    0.000    0.000 builtins.py:1138(IndexValue)
        1    0.000    0.000    0.000    0.000 builtins.py:1150(IndexValueType)
        1    0.000    0.000    0.000    0.000 builtins.py:1171(IndexValueModel)
        1    0.000    0.000    0.000    0.000 builtins.py:127(PairSecond)
        2    0.000    0.000    0.000    0.000 builtins.py:128(gen_non_eq)
       19    0.000    0.000    0.000    0.000 builtins.py:129(none_equality)
       20    0.001    0.000    0.001    0.000 builtins.py:141(choose_result_bitwidth)
       44    0.000    0.000    0.000    0.000 builtins.py:142(<genexpr>)
       20    0.000    0.000    0.001    0.000 builtins.py:144(choose_result_int)
       42    0.000    0.000    0.000    0.000 builtins.py:150(<genexpr>)
        5    0.000    0.000    0.001    0.000 builtins.py:163(<genexpr>)
        1    0.000    0.000    0.000    0.000 builtins.py:169(BinOp)
        1    0.000    0.000    0.000    0.000 builtins.py:171(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:175(BinOpAdd)
        2    0.000    0.000    0.000    0.000 builtins.py:176(getitem_cpointer)
        1    0.000    0.000    0.000    0.000 builtins.py:180(BinOpAdd)
        1    0.000    0.000    0.000    0.000 builtins.py:184(setitem_cpointer)
        1    0.000    0.000    0.000    0.000 builtins.py:185(BinOpSub)
        1    0.000    0.000    0.000    0.000 builtins.py:190(BinOpSub)
        2    0.000    0.000    0.001    0.000 builtins.py:193(do_minmax)
        1    0.000    0.000    0.000    0.000 builtins.py:195(BinOpMul)
        2    0.000    0.000    0.000    0.000 builtins.py:197(binary_minmax)
        1    0.000    0.000    0.000    0.000 builtins.py:200(BinOpMul)
        1    0.000    0.000    0.000    0.000 builtins.py:205(BinOpMod)
        1    0.000    0.000    0.000    0.000 builtins.py:208(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:211(BinOpMod)
        1    0.000    0.000    0.000    0.000 builtins.py:214(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:217(BinOpTrueDiv)
        1    0.000    0.000    0.000    0.000 builtins.py:219(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:22(Print)
        1    0.000    0.000    0.000    0.000 builtins.py:221(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:222(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:225(BinOpTrueDiv)
        1    0.000    0.000    0.000    0.000 builtins.py:227(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:229(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:230(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:233(BinOpFloorDiv)
        2    0.000    0.000    0.001    0.000 builtins.py:233(min_vararg)
        1    0.000    0.000    0.000    0.000 builtins.py:236(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:239(BinOpFloorDiv)
        1    0.000    0.000    0.000    0.000 builtins.py:242(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:245(DivMod)
        1    0.000    0.000    0.000    0.000 builtins.py:248(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:251(BinOpPower)
        1    0.000    0.000    0.000    0.000 builtins.py:255(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:257(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:259(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:261(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:265(BinOpPower)
        1    0.000    0.000    0.000    0.000 builtins.py:269(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:271(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:273(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:275(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:279(PowerBuiltin)
        1    0.000    0.000    0.000    0.000 builtins.py:285(BitwiseShiftOperation)
        1    0.000    0.000    0.000    0.000 builtins.py:295(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:298(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:304(BitwiseLeftShift)
        1    0.000    0.000    0.000    0.000 builtins.py:308(BitwiseLeftShift)
        1    0.000    0.000    0.000    0.000 builtins.py:313(BitwiseRightShift)
        1    0.000    0.000    0.000    0.000 builtins.py:318(BitwiseRightShift)
        1    0.000    0.000    0.000    0.000 builtins.py:32(PrintItem)
        1    0.000    0.000    0.000    0.000 builtins.py:323(BitwiseLogicOperation)
        1    0.000    0.000    0.000    0.000 builtins.py:329(BitwiseAnd)
        1    0.000    0.000    0.000    0.000 builtins.py:334(BitwiseAnd)
        1    0.000    0.000    0.000    0.000 builtins.py:339(BitwiseOr)
        1    0.000    0.000    0.000    0.000 builtins.py:344(BitwiseOr)
        1    0.000    0.000    0.000    0.000 builtins.py:349(BitwiseXor)
      137    0.000    0.000    0.001    0.000 builtins.py:351(constant_dummy)
        1    0.000    0.000    0.000    0.000 builtins.py:354(BitwiseXor)
        1    0.000    0.000    0.000    0.000 builtins.py:363(BitwiseInvert)
        1    0.000    0.000    0.000    0.000 builtins.py:369(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:370(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:375(UnaryOp)
        1    0.000    0.000    0.000    0.000 builtins.py:376(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:377(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:378(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:379(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:383(UnaryNegate)
        1    0.000    0.000    0.000    0.000 builtins.py:388(UnaryPositive)
        1    0.000    0.000    0.005    0.005 builtins.py:390(next_impl)
        1    0.000    0.000    0.000    0.000 builtins.py:393(UnaryNot)
        1    0.000    0.000    0.000    0.000 builtins.py:396(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:397(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:398(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:399(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:402(OrderedCmpOp)
        1    0.000    0.000    0.000    0.000 builtins.py:404(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:405(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:406(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:409(UnorderedCmpOp)
        1    0.000    0.000    0.000    0.000 builtins.py:41(Abs)
        1    0.000    0.000    0.000    0.000 builtins.py:410(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:414(CmpOpLt)
        1    0.000    0.000    0.000    0.000 builtins.py:419(CmpOpLe)
        1    0.000    0.000    0.000    0.000 builtins.py:424(CmpOpGt)
        1    0.000    0.000    0.000    0.000 builtins.py:429(CmpOpGe)
        1    0.000    0.000    0.000    0.000 builtins.py:43(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:435(ConstOpEq)
      116    0.000    0.000    0.000    0.000 builtins.py:437(generic)
        1    0.000    0.000    0.000    0.000 builtins.py:44(<listcomp>)
        4    0.000    0.000    0.000    0.000 builtins.py:443(bool_sequence)
        1    0.000    0.000    0.000    0.000 builtins.py:444(ConstOpNotEq)
        1    0.000    0.000    0.000    0.000 builtins.py:449(CmpOpEq)
        1    0.000    0.000    0.000    0.000 builtins.py:45(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:454(CmpOpNe)
        1    0.000    0.000    0.000    0.000 builtins.py:459(TupleCompare)
        4    0.000    0.000    0.000    0.000 builtins.py:459(bool_none)
        1    0.000    0.000    0.000    0.000 builtins.py:46(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:472(TupleEq)
        1    0.000    0.000    0.000    0.000 builtins.py:477(TupleNe)
        1    0.000    0.000    0.000    0.000 builtins.py:482(TupleGe)
        1    0.000    0.000    0.000    0.000 builtins.py:487(TupleGt)
        1    0.000    0.000    0.000    0.000 builtins.py:492(TupleLe)
        1    0.000    0.000    0.000    0.000 builtins.py:497(TupleLt)
        1    0.000    0.000    0.000    0.000 builtins.py:502(TupleAdd)
        1    0.000    0.000    0.000    0.000 builtins.py:51(Slice)
        1    0.000    0.000    0.000    0.000 builtins.py:514(CmpOpIdentity)
        1    0.000    0.000    0.000    0.000 builtins.py:520(CmpOpIs)
        1    0.000    0.000    0.000    0.000 builtins.py:525(CmpOpIsNot)
       27    0.000    0.000    0.000    0.000 builtins.py:530(normalize_1d_index)
        1    0.000    0.000    0.000    0.000 builtins.py:542(GetItemCPointer)
       68    0.000    0.000    0.000    0.000 builtins.py:544(generic)
        1    0.000    0.000    0.000    0.000 builtins.py:551(SetItemCPointer)
       28    0.000    0.000    0.000    0.000 builtins.py:553(generic)
        1    0.000    0.000    0.000    0.000 builtins.py:560(Len)
        1    0.000    0.000    0.000    0.000 builtins.py:570(TupleConstructor)
        1    0.000    0.000    0.000    0.000 builtins.py:583(Contains)
        1    0.000    0.000    0.000    0.000 builtins.py:592(TupleBool)
        1    0.000    0.000    0.000    0.000 builtins.py:601(StaticGetItemTuple)
       18    0.000    0.000    0.000    0.000 builtins.py:605(generic)
        1    0.000    0.000    0.000    0.000 builtins.py:622(StaticGetItemLiteralList)
        4    0.000    0.000    0.000    0.000 builtins.py:626(generic)
        1    0.000    0.000    0.000    0.000 builtins.py:638(StaticGetItemLiteralStrKeyDict)
        4    0.000    0.000    0.000    0.000 builtins.py:642(generic)
        1    0.000    0.000    0.000    0.000 builtins.py:657(StaticGetItemClass)
        4    0.000    0.000    0.000    0.000 builtins.py:666(generic)
        1    0.000    0.000    0.000    0.000 builtins.py:677(GenericNotIn)
