Numba_LebwohlLasher.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.392, Time: 3.304862 s
         8275165 function calls (7831564 primitive calls) in 10.013 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1071(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1156(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1215(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:15(TriInterpolator)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:232(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:286(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:578(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:985(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 _tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trirefine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trirefine.py:12(TriRefiner)
        1    0.000    0.000    0.000    0.000 _trirefine.py:47(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 _tritools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tritools.py:11(TriAnalyzer)
        1    0.000    0.000    0.053    0.053 _type_aliases.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:123(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:151(_set_up_aliases)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:203(_add_array_type)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:58(bitname)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:92(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
        1    0.000    0.000    0.000    0.000 _typing.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _ufunc_config.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:30(<dictcomp>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:33(seterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:360(_unspecified)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:367(errstate)
        5    0.000    0.000    0.000    0.000 _ufunc_config.py:426(__init__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:430(__enter__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:435(__exit__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:441(_setdef)
        2    0.000    0.000    0.051    0.025 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:19(DeferredError)
        1    0.000    0.000    0.000    0.000 _util.py:417(_FunctionWrapper)
        1    0.000    0.000    0.000    0.000 _util.py:429(MapWrapper)
        1    0.000    0.000    0.000    0.000 _utils.py:1(<module>)
    40792    0.008    0.000    0.008    0.000 _utils.py:13(is_used)
    22351    0.014    0.000    0.057    0.000 _utils.py:16(register)
    21537    0.024    0.000    0.039    0.000 _utils.py:24(deduplicate)
        1    0.000    0.000    0.000    0.000 _utils.py:36(_StrCaching)
        1    0.000    0.000    0.000    0.000 _utils.py:4(DuplicatedNameError)
55768/23417    0.030    0.000    0.236    0.000 _utils.py:44(__str__)
        1    0.000    0.000    0.000    0.000 _utils.py:52(_StringReferenceCaching)
43063/42768    0.059    0.000    0.089    0.000 _utils.py:54(get_reference)
        1    0.000    0.000    0.000    0.000 _utils.py:62(_HasMetadata)
      439    0.000    0.000    0.000    0.000 _utils.py:64(set_metadata)
    16054    0.004    0.000    0.005    0.000 _utils.py:71(_stringify_metadata)
      439    0.000    0.000    0.001    0.000 _utils.py:76(<listcomp>)
        1    0.000    0.000    0.000    0.000 _utils.py:8(NameScope)
      885    0.001    0.000    0.001    0.000 _utils.py:9(__init__)
        1    0.000    0.000    0.001    0.001 _validation.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _version.py:114(_compare)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        2    0.000    0.000    0.000    0.000 _version.py:151(__ge__)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        4    0.000    0.000    0.001    0.000 _version.py:55(__init__)
        4    0.000    0.000    0.000    0.000 _version.py:62(<listcomp>)
        1    0.000    0.000    0.000    0.000 _version.py:70(<listcomp>)
        2    0.000    0.000    0.000    0.000 _version.py:78(_compare_version)
        1    0.000    0.000    0.000    0.000 _version.py:9(get_versions)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:101(PathEntryFinder)
     2249    0.002    0.000    0.029    0.000 abc.py:105(__new__)
       64    0.000    0.000    0.001    0.000 abc.py:110(register)
    46726    0.013    0.000    0.035    0.000 abc.py:117(__instancecheck__)
19062/14813    0.005    0.000    0.017    0.000 abc.py:121(__subclasscheck__)
        4    0.000    0.000    0.000    0.000 abc.py:146(update_abstractmethods)
        1    0.000    0.000    0.000    0.000 abc.py:150(ResourceLoader)
        1    0.000    0.000    0.000    0.000 abc.py:166(InspectLoader)
        6    0.000    0.000    0.000    0.000 abc.py:21(_register)
        1    0.000    0.000    0.000    0.000 abc.py:219(ExecutionLoader)
        1    0.000    0.000    0.000    0.000 abc.py:256(FileLoader)
        1    0.000    0.000    0.000    0.000 abc.py:265(SourceLoader)
        1    0.000    0.000    0.000    0.000 abc.py:312(ResourceReader)
        1    0.000    0.000    0.000    0.000 abc.py:32(Finder)
        1    0.000    0.000    0.000    0.000 abc.py:354(Traversable)
        1    0.000    0.000    0.000    0.000 abc.py:422(TraversableResources)
        1    0.000    0.000    0.000    0.000 abc.py:43(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:64(MetaPathFinder)
      136    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.001    0.001 abstract.py:1(<module>)
       30    0.000    0.000    0.000    0.000 abstract.py:104(mangling_args)
     2343    0.001    0.000    0.001    0.000 abstract.py:115(__repr__)
     3556    0.001    0.000    0.001    0.000 abstract.py:118(__str__)
50691/43231    0.025    0.000    0.043    0.000 abstract.py:121(__hash__)
33774/32838    0.017    0.000    0.023    0.000 abstract.py:124(__eq__)
     4449    0.001    0.000    0.004    0.000 abstract.py:127(__ne__)
        8    0.000    0.000    0.000    0.000 abstract.py:134(unify)
        6    0.000    0.000    0.000    0.000 abstract.py:143(can_convert_to)
       25    0.000    0.000    0.000    0.000 abstract.py:151(can_convert_from)
     2985    0.000    0.000    0.000    0.000 abstract.py:158(is_precise)
       29    0.000    0.000    0.001    0.000 abstract.py:177(__call__)
     2343    0.001    0.000    0.001    0.000 abstract.py:20(_autoincr)
        4    0.000    0.000    0.000    0.000 abstract.py:222(is_internal)
        1    0.000    0.000    0.000    0.000 abstract.py:235(Dummy)
        1    0.000    0.000    0.000    0.000 abstract.py:242(Hashable)
        1    0.000    0.000    0.000    0.000 abstract.py:248(Number)
       12    0.000    0.000    0.000    0.000 abstract.py:253(unify)
        1    0.000    0.000    0.000    0.000 abstract.py:267(Callable)
      498    0.000    0.000    0.000    0.000 abstract.py:28(_on_type_disposal)
        1    0.000    0.000    0.000    0.000 abstract.py:292(DTypeSpec)
        1    0.000    0.000    0.000    0.000 abstract.py:305(IterableType)
        1    0.000    0.000    0.000    0.000 abstract.py:317(Sized)
        1    0.000    0.000    0.000    0.000 abstract.py:32(_TypeMetaclass)
        1    0.000    0.000    0.000    0.000 abstract.py:323(ConstSized)
        1    0.000    0.000    0.000    0.000 abstract.py:332(IteratorType)
       25    0.000    0.000    0.000    0.000 abstract.py:338(__init__)
        9    0.000    0.000    0.000    0.000 abstract.py:349(iterator_type)
        1    0.000    0.000    0.000    0.000 abstract.py:354(Container)
        1    0.000    0.000    0.000    0.000 abstract.py:360(Sequence)
        1    0.000    0.000    0.000    0.000 abstract.py:367(MutableSequence)
        1    0.000    0.000    0.000    0.000 abstract.py:374(ArrayCompatible)
      138    0.000    0.000    0.000    0.000 abstract.py:40(__init__)
        1    0.000    0.000    0.000    0.000 abstract.py:406(Literal)
       12    0.000    0.000    0.000    0.000 abstract.py:423(__init__)
       94    0.000    0.000    0.000    0.000 abstract.py:433(_literal_init)
      160    0.000    0.000    0.000    0.000 abstract.py:439(literal_value)
      869    0.001    0.000    0.002    0.000 abstract.py:443(literal_type)
        1    0.000    0.000    0.000    0.000 abstract.py:469(TypeRef)
       18    0.000    0.000    0.000    0.000 abstract.py:474(__init__)
      548    0.000    0.000    0.000    0.000 abstract.py:478(key)
        1    0.000    0.000    0.000    0.000 abstract.py:483(InitialValue)
       24    0.000    0.000    0.000    0.000 abstract.py:488(__init__)
     3575    0.005    0.000    0.017    0.000 abstract.py:49(_intern)
      444    0.000    0.000    0.000    0.000 abstract.py:491(initial_value)
        1    0.000    0.000    0.000    0.000 abstract.py:496(Poison)
3575/3556    0.025    0.000    0.062    0.000 abstract.py:61(__call__)
        1    0.000    0.000    0.000    0.000 abstract.py:81(Type)
     3567    0.001    0.000    0.001    0.000 abstract.py:93(__init__)
    64794    0.008    0.000    0.008    0.000 abstract.py:96(key)
        2    0.000    0.000    0.001    0.000 analysis.py:1(<module>)
      369    0.014    0.000    0.032    0.000 analysis.py:118(compute_dead_maps)
     2961    0.001    0.000    0.002    0.000 analysis.py:138(<genexpr>)
     2562    0.001    0.000    0.001    0.000 analysis.py:141(<genexpr>)
     1896    0.001    0.000    0.001    0.000 analysis.py:182(<genexpr>)
      369    0.006    0.000    0.009    0.000 analysis.py:190(compute_live_variables)
     1118    0.001    0.000    0.001    0.000 analysis.py:200(fix_point_progress)
      410    0.027    0.000    0.164    0.000 analysis.py:23(compute_use_defs)
      984    0.009    0.000    0.034    0.000 analysis.py:235(compute_cfg_from_blocks)
       82    0.002    0.000    0.010    0.000 analysis.py:291(dead_branch_prune)
       82    0.001    0.000    0.002    0.000 analysis.py:304(find_branches)
        4    0.000    0.000    0.000    0.000 analysis.py:322(do_prune)
        4    0.000    0.000    0.000    0.000 analysis.py:360(prune_by_predicate)
       82    0.000    0.000    0.000    0.000 analysis.py:375(Unknown)
       24    0.000    0.000    0.000    0.000 analysis.py:378(resolve_input_arg_const)
    12877    0.002    0.000    0.002    0.000 analysis.py:40(<genexpr>)
       82    0.000    0.000    0.000    0.000 analysis.py:487(<listcomp>)
       41    0.001    0.000    0.003    0.000 analysis.py:580(rewrite_semantic_constants)
        4    0.000    0.000    0.000    0.000 analysis.py:597(rewrite_statement)
      369    0.002    0.000    0.034    0.000 analysis.py:60(compute_live_map)
      501    0.000    0.000    0.000    0.000 analysis.py:607(rewrite_array_ndim)
      501    0.000    0.000    0.001    0.000 analysis.py:617(rewrite_tuple_len)
       41    0.001    0.000    0.002    0.000 analysis.py:651(find_literally_calls)
     2404    0.004    0.000    0.008    0.000 analysis.py:66(fix_point_progress)
    14677    0.003    0.000    0.004    0.000 analysis.py:69(<genexpr>)
       41    0.000    0.000    0.000    0.000 analysis.py:702(must_use_alloca)
      738    0.002    0.000    0.032    0.000 analysis.py:71(fix_point)
      900    0.010    0.000    0.012    0.000 analysis.py:81(def_reach)
      766    0.007    0.000    0.010    0.000 analysis.py:91(liveness)
        1    0.000    0.000    0.000    0.000 appdirs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 appdirs.py:362(AppDirs)
        1    0.000    0.000    0.004    0.004 argparse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1015(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1053(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1080(_CountAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1103(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1122(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1148(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1150(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:116(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:1241(_ExtendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1252(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1307(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1327(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 argparse.py:163(HelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1637(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1671(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1691(ArgumentParser)
        1    0.000    0.000    0.000    0.000 argparse.py:213(_Section)
        1    0.000    0.000    0.000    0.000 argparse.py:685(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:696(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:707(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:724(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:759(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:779(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:788(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:882(BooleanOptionalAction)
        1    0.000    0.000    0.000    0.000 argparse.py:923(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:958(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:981(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:998(_StoreFalseAction)
        1    0.000    0.000    0.003    0.003 arpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arpack.py:273(ArpackError)
        1    0.000    0.000    0.000    0.000 arpack.py:283(ArpackNoConvergence)
        1    0.000    0.000    0.000    0.000 arpack.py:310(_ArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:380(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:598(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:910(SpLuInv)
        1    0.000    0.000    0.000    0.000 arpack.py:934(LuInv)
        1    0.000    0.000    0.000    0.000 arpack.py:959(IterInv)
        1    0.000    0.000    0.000    0.000 arpack.py:991(IterOpInv)
        1    0.000    0.000    0.000    0.000 array_analysis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array_analysis.py:1043(WrapIndexMeta)
        1    0.000    0.000    0.000    0.000 array_analysis.py:1076(ArrayAnalysis)
        1    0.000    0.000    0.000    0.000 array_analysis.py:1273(AnalyzeResult)
        1    0.000    0.000    0.000    0.000 array_analysis.py:207(EquivSet)
        1    0.000    0.000    0.000    0.000 array_analysis.py:3207(<listcomp>)
        1    0.000    0.000    0.000    0.000 array_analysis.py:360(ShapeEquivSet)
        1    0.000    0.000    0.000    0.000 array_analysis.py:741(SymbolicEquivSet)
        1    0.000    0.000    0.000    0.000 array_exprs.py:1(<module>)
        4    0.000    0.000    0.000    0.000 array_exprs.py:108(_get_array_operator)
        4    0.000    0.000    0.000    0.000 array_exprs.py:118(_get_operands)
        1    0.000    0.000    0.000    0.000 array_exprs.py:133(_translate_expr)
        2    0.000    0.000    0.000    0.000 array_exprs.py:144(_handle_matches)
       36    0.000    0.000    0.000    0.000 array_exprs.py:15(_is_ufunc)
        4    0.000    0.000    0.000    0.000 array_exprs.py:181(_get_final_replacement)
        1    0.000    0.000    0.000    0.000 array_exprs.py:19(RewriteArrayExprs)
        2    0.000    0.000    0.000    0.000 array_exprs.py:191(apply)
       41    0.000    0.000    0.000    0.000 array_exprs.py:26(__init__)
      9/3    0.000    0.000    0.000    0.000 array_exprs.py:266(_arr_expr_to_ast)
        6    0.000    0.000    0.000    0.000 array_exprs.py:306(_legalize_parameter_names)
      168    0.001    0.000    0.003    0.000 array_exprs.py:33(match)
        1    0.000    0.000    0.000    0.000 array_exprs.py:332(_EraseInvalidLineRanges)
     35/3    0.000    0.000    0.000    0.000 array_exprs.py:333(generic_visit)
        3    0.000    0.000    0.001    0.000 array_exprs.py:343(_fix_invalid_lineno_ranges)
        3    0.000    0.000    0.300    0.100 array_exprs.py:354(_lower_array_expr)
        4    0.000    0.000    0.000    0.000 array_exprs.py:362(<lambda>)
        3    0.000    0.000    0.000    0.000 array_exprs.py:365(<listcomp>)
        3    0.000    0.000    0.000    0.000 array_exprs.py:369(<listcomp>)
        7    0.000    0.000    0.000    0.000 array_exprs.py:390(<genexpr>)
        3    0.000    0.000    0.000    0.000 array_exprs.py:412(ExprKernel)
        3    0.000    0.000    0.002    0.001 array_exprs.py:413(generate)
        3    0.000    0.000    0.000    0.000 array_exprs.py:415(<listcomp>)
        3    0.000    0.000    0.000    0.000 array_exprs.py:426(<listcomp>)
       68    0.000    0.000    0.001    0.000 array_exprs.py:66(_match_array_expr)
        6    0.000    0.000    0.000    0.000 array_exprs.py:81(<genexpr>)
        2    0.000    0.000    0.000    0.000 array_exprs.py:96(_has_explicit_output)
        1    0.000    0.000    0.001    0.001 arraydecl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraydecl.py:207(GetItemBuffer)
       39    0.000    0.000    0.002    0.000 arraydecl.py:209(generic)
       51    0.001    0.000    0.003    0.000 arraydecl.py:21(get_array_index_type)
        1    0.000    0.000    0.000    0.000 arraydecl.py:217(SetItemBuffer)
       12    0.000    0.000    0.001    0.000 arraydecl.py:219(generic)
        1    0.000    0.000    0.000    0.000 arraydecl.py:287(ArrayAttribute)
       16    0.000    0.000    0.000    0.000 arraydecl.py:291(resolve_dtype)
        8    0.000    0.000    0.000    0.000 arraydecl.py:300(resolve_shape)
       40    0.000    0.000    0.000    0.000 arraydecl.py:309(resolve_size)
        4    0.000    0.000    0.000    0.000 arraydecl.py:312(resolve_flat)
       20    0.000    0.000    0.000    0.000 arraydecl.py:315(resolve_ctypes)
        6    0.000    0.000    0.000    0.000 arraydecl.py:393(resolve_item)
        4    0.000    0.000    0.000    0.000 arraydecl.py:420(resolve_reshape)
        8    0.000    0.000    0.000    0.000 arraydecl.py:422(sentry_shape_scalar)
        8    0.000    0.000    0.000    0.000 arraydecl.py:456(<genexpr>)
        2    0.000    0.000    0.000    0.000 arraydecl.py:518(resolve_ravel)
       15    0.000    0.000    0.000    0.000 arraydecl.py:540(generic_resolve)
        1    0.000    0.000    0.000    0.000 arraydecl.py:555(DTypeAttr)
        1    0.000    0.000    0.000    0.000 arraydecl.py:573(StaticGetItemArray)
        4    0.000    0.000    0.000    0.000 arraydecl.py:577(generic)
        1    0.000    0.000    0.000    0.000 arraydecl.py:596(RecordAttribute)
        1    0.000    0.000    0.000    0.000 arraydecl.py:606(StaticGetItemRecord)
        4    0.000    0.000    0.000    0.000 arraydecl.py:610(generic)
        1    0.000    0.000    0.000    0.000 arraydecl.py:622(StaticGetItemLiteralRecord)
        1    0.000    0.000    0.000    0.000 arraydecl.py:646(StaticSetItemRecord)
        1    0.000    0.000    0.000    0.000 arraydecl.py:670(StaticSetItemLiteralRecord)
        1    0.000    0.000    0.000    0.000 arraydecl.py:685(ArrayCTypesAttribute)
        1    0.000    0.000    0.000    0.000 arraydecl.py:693(ArrayFlagsAttribute)
        1    0.000    0.000    0.000    0.000 arraydecl.py:707(NestedArrayAttribute)
        1    0.000    0.000    0.000    0.000 arraydecl.py:846(install_array_method)
        1    0.000    0.000    0.000    0.000 arraydecl.py:861(CmpOpEqArray)
        1    0.000    0.000    0.139    0.139 arraymath.py:1(<module>)
        4    0.000    0.000    0.000    0.000 arraymath.py:1065(nan_min_max_factory)
        3    0.000    0.000    0.000    0.000 arraymath.py:1468(_partition_factory)
        3    0.000    0.000    0.000    0.000 arraymath.py:1525(_select_factory)
        1    0.000    0.000    0.132    0.132 arraymath.py:32(_check_blas)
        1    0.000    0.000    0.000    0.000 arraymath.py:4015(_gen_np_machar)
        4    0.000    0.000    0.000    0.000 arraymath.py:4556(window_generator)
        1    0.000    0.000    0.000    0.000 arraymath.py:541(npy_max)
        1    0.000    0.000    0.000    0.000 arraymath.py:907(np_any)
        1    0.000    0.000    0.005    0.005 arrayobj.py:1(<module>)
       14    0.000    0.000    0.006    0.000 arrayobj.py:123(get_itemsize)
       20    0.000    0.000    0.000    0.000 arrayobj.py:131(load_item)
        8    0.000    0.000    0.000    0.000 arrayobj.py:140(store_item)
       34    0.000    0.000    0.002    0.000 arrayobj.py:148(fix_integer_index)
       33    0.000    0.000    0.000    0.000 arrayobj.py:160(normalize_index)
       16    0.000    0.000    0.000    0.000 arrayobj.py:173(normalize_indices)
        2    0.000    0.000    0.000    0.000 arrayobj.py:1760(vararg_to_tuple)
        2    0.000    0.000    0.000    0.000 arrayobj.py:1767(<listcomp>)
       16    0.000    0.000    0.000    0.000 arrayobj.py:179(<listcomp>)
       18    0.000    0.000    0.008    0.000 arrayobj.py:186(populate_array)
        2    0.000    0.000    0.001    0.000 arrayobj.py:2009(_attempt_nocopy_reshape)
        2    0.000    0.000    0.221    0.110 arrayobj.py:2075(array_reshape)
        2    0.000    0.000    0.221    0.110 arrayobj.py:2140(array_reshape_vararg)
        1    0.000    0.000    0.279    0.279 arrayobj.py:2226(array_ravel)
        4    0.000    0.000    0.000    0.000 arrayobj.py:2745(array_dtype)
        2    0.000    0.000    0.002    0.001 arrayobj.py:2751(array_shape)
       10    0.000    0.000    0.006    0.001 arrayobj.py:2776(array_size)
        5    0.000    0.000    0.004    0.001 arrayobj.py:2831(array_ctypes)
        5    0.000    0.000    0.001    0.000 arrayobj.py:2853(array_ctypes_to_pointer)
        1    0.000    0.000    0.001    0.001 arrayobj.py:302(getiter_array)
        1    0.000    0.000    0.000    0.000 arrayobj.py:326(_getitem_array_single_int)
        2    0.000    0.000    0.000    0.000 arrayobj.py:3301(make_array_flat_cls)
        4    0.000    0.000    0.001    0.000 arrayobj.py:3317(_increment_indices)
        7    0.000    0.000    0.001    0.000 arrayobj.py:3356(make_nditer_cls)
        7    0.000    0.000    0.000    0.000 arrayobj.py:3366(BaseSubIter)
        7    0.000    0.000    0.000    0.000 arrayobj.py:3371(__init__)
        4    0.000    0.000    0.000    0.000 arrayobj.py:3388(loop_continue)
        4    0.000    0.000    0.000    0.000 arrayobj.py:3391(loop_break)
        7    0.000    0.000    0.000    0.000 arrayobj.py:3394(FlatSubIter)
        7    0.000    0.000    0.000    0.000 arrayobj.py:3426(TrivialFlatSubIter)
        3    0.000    0.000    0.000    0.000 arrayobj.py:3432(init_specific)
        4    0.000    0.000    0.000    0.000 arrayobj.py:3435(compute_pointer)
        7    0.000    0.000    0.000    0.000 arrayobj.py:3439(IndexedSubIter)
        7    0.000    0.000    0.000    0.000 arrayobj.py:3449(ZeroDimSubIter)
        7    0.000    0.000    0.000    0.000 arrayobj.py:3457(ScalarSubIter)
        7    0.000    0.000    0.000    0.000 arrayobj.py:3465(NdIter)
        1    0.000    0.000    0.001    0.001 arrayobj.py:347(iternext_array)
        7    0.000    0.000    0.000    0.000 arrayobj.py:3473(subiters)
        3    0.000    0.000    0.168    0.056 arrayobj.py:3489(init_specific)
        4    0.000    0.000    0.013    0.003 arrayobj.py:3568(iternext_specific)
        4    0.000    0.000    0.000    0.000 arrayobj.py:3589(<listcomp>)
        4    0.000    0.000    0.000    0.000 arrayobj.py:3610(_loop_continue)
        4    0.000    0.000    0.000    0.000 arrayobj.py:3615(_loop_break)
        4    0.000    0.000    0.007    0.002 arrayobj.py:3620(_make_views)
        4    0.000    0.000    0.000    0.000 arrayobj.py:3632(<listcomp>)
        8    0.000    0.000    0.000    0.000 arrayobj.py:3645(<genexpr>)
        4    0.000    0.000    0.007    0.002 arrayobj.py:3648(_make_view)
        7    0.000    0.000    0.003    0.000 arrayobj.py:3668(_arrays_or_scalars)
        2    0.000    0.000    0.000    0.000 arrayobj.py:3749(_make_flattening_iter_cls)
       17    0.000    0.000    0.015    0.001 arrayobj.py:375(basic_indexing)
        2    0.000    0.000    0.000    0.000 arrayobj.py:3755(CContiguousFlatIter)
        1    0.000    0.000    0.000    0.000 arrayobj.py:3760(init_specific)
        1    0.000    0.000    0.000    0.000 arrayobj.py:3819(setitem)
       17    0.000    0.000    0.000    0.000 arrayobj.py:392(<listcomp>)
        1    0.000    0.000    0.001    0.001 arrayobj.py:3964(make_array_flatiter)
        1    0.000    0.000    0.001    0.001 arrayobj.py:4012(iternext_numpy_getitem_any)
        3    0.000    0.000    0.171    0.057 arrayobj.py:4124(make_array_nditer)
        4    0.000    0.000    0.014    0.003 arrayobj.py:4144(iternext_numpy_nditer2)
       10    0.001    0.000    0.170    0.017 arrayobj.py:4164(_empty_nd_impl)
        1    0.000    0.000    0.000    0.000 arrayobj.py:4243(_ol_array_allocate)
        1    0.000    0.000    0.000    0.000 arrayobj.py:4259(intrin_alloc)
        1    0.000    0.000    0.001    0.001 arrayobj.py:4263(codegen)
        4    0.000    0.000    0.006    0.001 arrayobj.py:4273(_parse_shape)
        7    0.000    0.000    0.003    0.000 arrayobj.py:4277(safecast_intp)
        4    0.000    0.000    0.006    0.001 arrayobj.py:4321(_parse_empty_args)
        1    0.000    0.000    0.001    0.001 arrayobj.py:4331(_parse_empty_like_args)
        8    0.000    0.000    0.000    0.000 arrayobj.py:4345(_check_const_str_dtype)
        3    0.000    0.000    0.000    0.000 arrayobj.py:4351(numpy_empty_nd)
        4    0.000    0.000    0.111    0.028 arrayobj.py:4356(codegen)
        4    0.000    0.000    0.000    0.000 arrayobj.py:4363(ol_np_empty)
        1    0.000    0.000    0.000    0.000 arrayobj.py:4385(numpy_empty_like_nd)
        1    0.000    0.000    0.004    0.004 arrayobj.py:4390(codegen)
        1    0.000    0.000    0.000    0.000 arrayobj.py:4397(ol_np_empty_like)
      108    0.000    0.000    0.004    0.000 arrayobj.py:44(set_range_metadata)
        1    0.000    0.000    0.000    0.000 arrayobj.py:4422(_zero_fill_array_method)
        1    0.000    0.000    0.001    0.001 arrayobj.py:4426(codegen)
        1    0.000    0.000    0.000    0.000 arrayobj.py:4433(ol_array_zero_fill)
        2    0.000    0.000    0.000    0.000 arrayobj.py:4441(ol_np_zeros)
        1    0.000    0.000    0.000    0.000 arrayobj.py:4452(ol_np_zeros_like)
        1    0.000    0.000    0.000    0.000 arrayobj.py:4544(_eye_none_handler_impl)
        1    0.000    0.000    0.000    0.000 arrayobj.py:4555(numpy_eye)
       13    0.000    0.000    0.013    0.001 arrayobj.py:459(_getitem_array_generic)
        1    0.000    0.000    0.000    0.000 arrayobj.py:4675(numpy_take)
        1    0.000    0.000    0.001    0.001 arrayobj.py:480(getitem_arraynd_intp)
        1    0.000    0.000    0.050    0.050 arrayobj.py:4857(_array_copy)
        1    0.000    0.000    0.050    0.050 arrayobj.py:4916(_as_layout_array)
       12    0.000    0.000    0.020    0.002 arrayobj.py:497(getitem_array_tuple)
        3    0.000    0.000    0.000    0.000 arrayobj.py:4981(_as_layout_array_intrinsic)
        1    0.000    0.000    0.050    0.050 arrayobj.py:4989(<lambda>)
