#=====================================================
# File created:        Fri-15-Mar-2024-at-12-59-08AM
# Size of lattice:     50x50
# Number of MC steps:  100
# Reduced temperature: 0.500
# Run time (s):        1.303467
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2432.2006  0.2679 
   00001    0.9856   -3245.0299  0.2674 
   00002    0.8760   -3827.1290  0.2729 
   00003    0.8000   -4297.1421  0.2789 
   00004    0.6736   -4687.9911  0.2864 
   00005    0.6008   -5039.3118  0.2881 
   00006    0.6024   -5314.8404  0.2877 
   00007    0.5576   -5559.2939  0.2936 
   00008    0.4688   -5781.6963  0.2934 
   00009    0.4872   -5992.3214  0.2935 
   00010    0.4456   -6122.0061  0.3021 
   00011    0.3760   -6280.8040  0.3059 
   00012    0.4024   -6445.8907  0.3066 
   00013    0.4192   -6582.3470  0.3165 
   00014    0.3992   -6678.4516  0.3233 
   00015    0.3360   -6791.6544  0.3270 
   00016    0.3408   -6902.1215  0.3303 
   00017    0.3104   -6980.2833  0.3370 
   00018    0.3016   -7020.2368  0.3326 
   00019    0.3008   -7052.9561  0.3346 
   00020    0.3072   -7098.0513  0.3367 
   00021    0.2984   -7155.2647  0.3396 
   00022    0.2784   -7222.2435  0.3411 
   00023    0.2632   -7266.4149  0.3419 
   00024    0.2752   -7338.5206  0.3407 
   00025    0.2360   -7397.5937  0.3397 
   00026    0.2880   -7428.7006  0.3380 
   00027    0.2760   -7492.7162  0.3395 
   00028    0.2768   -7554.2010  0.3408 
   00029    0.2176   -7609.7141  0.3429 
   00030    0.2320   -7636.7478  0.3465 
   00031    0.2480   -7675.2630  0.3508 
   00032    0.2192   -7719.6557  0.3552 
   00033    0.2576   -7759.3873  0.3534 
   00034    0.2368   -7799.7855  0.3546 
   00035    0.2376   -7841.4418  0.3574 
   00036    0.2312   -7885.4978  0.3577 
   00037    0.2216   -7902.3384  0.3618 
   00038    0.2136   -7942.5697  0.3627 
   00039    0.2352   -7975.0053  0.3656 
   00040    0.2168   -8004.8788  0.3656 
   00041    0.2048   -8036.5016  0.3677 
   00042    0.1880   -8085.5790  0.3696 
   00043    0.1968   -8101.7574  0.3706 
   00044    0.1616   -8123.2047  0.3696 
   00045    0.1824   -8142.1644  0.3684 
   00046    0.1760   -8154.5967  0.3687 
   00047    0.1976   -8191.1812  0.3696 
   00048    0.1664   -8213.9308  0.3703 
   00049    0.2080   -8248.5849  0.3708 
   00050    0.1792   -8268.3487  0.3711 
   00051    0.1648   -8270.6987  0.3737 
   00052    0.1872   -8284.7261  0.3721 
   00053    0.1656   -8305.1698  0.3709 
   00054    0.1616   -8322.5245  0.3693 
   00055    0.1760   -8334.1222  0.3679 
   00056    0.1736   -8348.0890  0.3687 
   00057    0.1176   -8370.0018  0.3674 
   00058    0.1600   -8384.3359  0.3663 
   00059    0.1528   -8383.4490  0.3671 
   00060    0.1624   -8400.0980  0.3700 
   00061    0.1568   -8410.6599  0.3681 
   00062    0.1472   -8444.7900  0.3674 
   00063    0.1704   -8457.4158  0.3688 
   00064    0.1576   -8475.7371  0.3704 
   00065    0.1736   -8491.1810  0.3716 
   00066    0.1728   -8503.6497  0.3713 
   00067    0.1336   -8502.3997  0.3727 
   00068    0.1392   -8510.9396  0.3703 
   00069    0.1432   -8516.6245  0.3719 
   00070    0.1720   -8542.2915  0.3768 
   00071    0.1336   -8541.3911  0.3790 
   00072    0.1360   -8563.8036  0.3755 
   00073    0.1048   -8554.1147  0.3764 
   00074    0.1328   -8575.7213  0.3769 
   00075    0.1488   -8581.3854  0.3774 
   00076    0.1520   -8579.4149  0.3778 
   00077    0.1200   -8596.0842  0.3776 
   00078    0.1424   -8605.6814  0.3770 
   00079    0.1344   -8614.6302  0.3738 
   00080    0.1336   -8640.5945  0.3732 
   00081    0.1376   -8648.3281  0.3750 
   00082    0.1320   -8633.0683  0.3744 
   00083    0.1400   -8651.8848  0.3772 
   00084    0.1328   -8653.2497  0.3764 
   00085    0.1320   -8656.9138  0.3748 
   00086    0.1296   -8668.4857  0.3745 
   00087    0.1448   -8668.9006  0.3743 
   00088    0.1192   -8670.8512  0.3750 
   00089    0.1320   -8665.7006  0.3762 
   00090    0.1328   -8689.1798  0.3768 
   00091    0.1280   -8714.4118  0.3784 
   00092    0.1448   -8718.7984  0.3769 
   00093    0.1360   -8737.1169  0.3762 
   00094    0.1104   -8742.6771  0.3765 
   00095    0.1152   -8746.1494  0.3785 
   00096    0.1352   -8744.9981  0.3790 
   00097    0.1480   -8753.7829  0.3786 
   00098    0.1008   -8752.2924  0.3774 
   00099    0.1216   -8749.3522  0.3776 
   00100    0.1176   -8757.4794  0.3782 
